callsign,velocity,baro_altitude,geo_altitude
UPS9715 ,138.39,2263.14,2385.06
AUR2BM  ,138.35,3962.4,4145.28
TVS3AC  ,138.28,1470.66,1569.72
EDV4913 ,138.23,2194.56,2286.0
AMQ6K   ,138.18,2628.9,3162.3
TUI9WB  ,138.12,1828.8,1950.72
UPS1234 ,138.08,2552.7,2674.62
TOM36A  ,138.06,4503.42,4724.4
AAL1047 ,137.91,1546.86,1630.68
RPA4424 ,137.87,2506.98,2621.28
JAL2826 ,137.8,5791.2,6111.24
LOG18FR ,137.8,5181.6,5440.68
IGO2442 ,137.72,2186.94,2133.6
QFA549  ,137.72,1173.48,1356.36
WIF4AH  ,137.67,4884.42,5021.58
RYR76TD ,137.66,2750.82,2895.6
FNA570  ,137.58,4876.8,5143.5
EZY25VU ,137.58,1882.14,2026.92
JAL326  ,137.57,1226.82,1287.78
AXB1214 ,137.49,2910.84,2910.84
GOA5501 ,137.37,4572.0,4777.74
CDG4632 ,137.36,2491.74,2621.28
UPS916  ,137.13,1744.98,1821.18
HBFJL   ,137.12,7924.8,8351.52
VOZ196  ,137.12,1866.9,2019.3
SAS1648 ,137.05,5798.82,6019.8
SVW21DX ,137.02,2811.78,2971.8
BAW6NL  ,136.84,2133.6,2255.52
IGO316Y ,136.84,2971.8,3002.28
FDX1558 ,136.54,1356.36,1424.94
WZZ6760 ,136.53,2651.76,2727.96
XENON01 ,136.39,7924.8,8260.08
QQE553  ,136.35,4876.8,5082.54
SLS7A   ,136.33,8534.4,8976.36
DVY458  ,136.33,6705.6,7078.98
DFWEL   ,136.26,2186.94,2270.76
AUA509  ,136.24,1447.8,1577.34
QFA492  ,136.24,2446.02,2606.04
EIN3EG  ,136.17,2438.4,2613.66
VSV5273 ,136.1,5882.64,6210.3
N74NG   ,136.08,2125.98,2225.04
RYR74DH ,135.88,2895.6,3055.62
IGO6091 ,135.86,1584.96,1524.0
WMT2058 ,135.82,1386.84,1516.38
MAC486  ,135.75,2293.62,2453.64
PGT295  ,135.74,2743.2,2910.84
KAC672  ,135.69,1325.88,1303.02
ECKGX   ,135.69,4579.62,4876.8
ETD75F  ,135.55,2133.6,2255.52
IGO4RC  ,135.5,3177.54,3246.12
ANA740  ,135.33,3268.98,3512.82
VJC146  ,135.32,2034.54,2057.4
VLG55UB ,135.22,2918.46,3124.2
RPA3410 ,134.93,2484.12,2583.18
ECKJQ   ,134.91,3962.4,4160.52
THY21EJ ,134.9,1219.2,1310.64
CES5035 ,134.88,3093.72,3230.88
EJU89DV ,134.88,1051.56,1242.06
VOS4313 ,134.82,2194.56,2369.82
AXB1512 ,134.82,3048.0,3108.96
ICE472  ,134.8,982.98,1181.1
DAL1019 ,134.79,1973.58,2057.4
Unknown,134.79,2865.12,3040.38
FDB5TC  ,134.63,1737.36,1706.88
SFR325  ,134.31,3048.0,3261.36
IBE26MK ,134.31,1630.68,1783.08
BAW825  ,134.28,2346.96,2491.74
EXS24L  ,134.27,1043.94,1112.52
GTI8610 ,134.26,2148.84,2263.14
GLG8374 ,134.25,3528.06,3764.28
LIFTER1 ,134.2,236.22,304.8
ANE70DJ ,134.04,2026.92,2179.32
LOG73X  ,133.94,2743.2,2910.84
RMAF204 ,133.92,6096.0,6560.82
RYR51EC ,133.84,2110.74,2263.14
MDA1277 ,133.81,5486.4,5821.68
N6492C  ,133.76,3832.86,4030.98
IGO7453 ,133.75,6103.62,6316.98
AEE253  ,133.56,3657.6,3840.48
RYR49BW ,133.56,2324.1,2461.26
DAL2184 ,133.51,3299.46,3474.72
EAI64B  ,133.49,2339.34,2468.88
IGO7517 ,133.42,4876.8,5059.68
ASL32B  ,133.32,1965.96,2103.12
DFREV   ,133.25,8229.6,8572.5
GVERO   ,133.25,4130.04,4297.68
EJU37JG ,133.21,2743.2,3215.64
UAL1945 ,133.13,1318.26,1379.22
EWG9F   ,132.94,883.92,952.5
EWG9580 ,132.85,2979.42,3139.44
MSR791  ,132.84,3048.0,3253.74
FDB707  ,132.75,1112.52,1028.7
BAW42DB ,132.74,1051.56,1173.48
EJA949  ,132.64,1912.62,2011.68
GLO2083 ,132.51,4160.52,4396.74
DAL2789 ,132.51,1859.28,1950.72
BCI553  ,132.51,5181.6,5425.44
TSC111  ,132.48,1219.2,1310.64
JFA61M  ,132.47,6400.8,6743.7
EGE99   ,132.41,6705.6,7109.46
THA414  ,132.39,2910.84,3070.86
JIA5513 ,132.37,3185.16,3345.18
RPA5770 ,132.36,1729.74,1828.8
AVA260  ,132.26,2026.92,2133.6
UAL1366 ,132.22,845.82,906.78
THA624  ,131.86,2385.06,2560.32
CLB335  ,131.83,6614.16,6835.14
N446BC  ,131.81,8534.4,9060.18
RYS3113 ,131.6,3025.14,3185.16
DNU39K  ,131.5,3048.0,3139.44
RSC845  ,131.47,2735.58,2994.66
RYR7EJ  ,131.46,2133.6,2263.14
IGO7505 ,131.4,4876.8,5074.92
THA322  ,131.39,2491.74,2613.66
SEH4LO  ,131.26,2240.28,2316.48
FIN612  ,131.21,6705.6,6598.92
ISR883  ,131.18,1028.7,1082.04
CSN398  ,131.16,1363.98,1485.9
TSC206  ,131.14,2461.26,2628.9
JAL95   ,131.13,1714.5,1844.04
WIF2NB  ,130.97,4191.0,4221.48
DLH4TF  ,130.89,1386.84,1478.28
AAL2342 ,130.67,3406.14,3627.12
VJT678  ,130.58,9144.0,9624.06
IGO7309 ,130.49,5486.4,5737.86
ANA268  ,130.46,2118.36,2240.28
SFJ28   ,130.33,2842.26,3040.38
GMA023  ,130.31,3048.0,3177.54
RYR65PW ,130.24,2788.92,2948.94
UIA8712 ,130.23,1630.68,1729.74
N608MM  ,130.09,449.58,472.44
UAL160  ,130.05,1767.84,1882.14
MAL8058 ,130.01,5471.16,5676.9
Unknown,129.93,2628.9,2834.64
EJU96FR ,129.87,1539.24,1691.64
CNS610  ,129.87,4876.8,5151.12
N1103G  ,129.67,2567.94,2697.48
LBQ612  ,129.63,6400.8,6812.28
OCN8QN  ,129.57,1463.04,1584.96
CFE817  ,129.53,2674.62,2857.5
AUA901T ,129.29,1158.24,1257.3
JST058  ,129.18,1310.64,1485.9
CCA9616 ,129.14,3596.64,3718.56
QTR44U  ,129.09,1927.86,2011.68
EAG92R  ,129.02,5173.98,5417.82
N619RC  ,128.9,7010.4,7315.2
CNV6318 ,128.82,5844.54,5958.84
BAW36   ,128.74,2133.6,3093.72
EJU58NU ,128.72,1920.24,2080.26
TAM3640 ,128.64,2270.76,2438.4
EIN5KE  ,128.57,3482.34,3703.32
AIQ3397 ,128.47,2827.02,2994.66
PJ353   ,128.39,7665.72,7757.16
RYR4BE  ,128.38,3352.8,3604.26
ICV23V  ,128.28,1219.2,1295.4
TAM3007 ,128.2,1600.2,1706.88
WIF1A   ,128.2,5486.4,5600.7
ALK308  ,128.19,1729.74,1897.38
DUKE60  ,128.18,7924.8,8244.84
N842E   ,128.17,6096.0,6469.38
BBC604  ,128.16,4869.18,5090.16
EZY35CL ,128.06,3459.48,3634.74
TVP7201 ,128.0,2446.02,2560.32
CPA903  ,127.95,3070.86,3299.46
PGT58VX ,127.91,1805.94,1920.24
TAM3905 ,127.69,4846.32,5120.64
Unknown,127.62,5486.4,5821.68
BAW42Y  ,127.61,2034.54,2179.32
AUA79BX ,127.47,2225.04,2362.2
QTR39Q  ,127.39,1775.46,1859.28
ANA1214 ,127.34,3192.78,3436.62
NKS1142 ,127.08,1287.78,1356.36
UAL517  ,127.02,1722.12,1798.32
MEECOAE ,126.97,2438.4,2621.28
BEL5CG  ,126.92,2705.1,2895.6
MNE400  ,126.86,2263.14,2400.3
NWK1621 ,126.79,3093.72,3078.48
UAE65U  ,126.73,1234.44,1295.4
EXS8EY  ,126.68,2301.24,2476.5
R204    ,126.61,3375.66,3596.64
ODIN23  ,126.59,396.24,419.1
RXA2131 ,126.58,4594.86,4549.14
N441KP  ,126.52,883.92,906.78
RPA3547 ,126.28,1440.18,1524.0
LBQ425  ,126.22,7315.2,7787.64
CSN3158 ,126.14,2141.22,2240.28
CMP216  ,126.09,2369.82,2529.84
THY4TF  ,126.09,1303.02,1356.36
AWQ244  ,126.08,2788.92,2933.7
EFY9104 ,126.05,5097.78,5394.96
PSC581  ,126.04,9105.9,9601.2
IGO2771 ,126.03,1478.28,1417.32
AER41   ,125.92,6408.42,6515.1
JZA198  ,125.82,2392.68,2491.74
VLG78MN ,125.75,1455.42,1562.1
FD471   ,125.68,2438.4,2606.04
ICE8K   ,125.59,1219.2,1303.02
RYR511B ,125.56,1927.86,2019.3
DLH99V  ,125.53,1737.36,1889.76
IGO5237 ,125.47,3101.34,3124.2
OKTNT   ,125.47,6705.6,7018.02
PGT17SE ,125.43,1783.08,1882.14
HUE12P  ,125.43,7924.8,8328.66
RYR79SG ,125.43,1836.42,1935.48
KLM1990 ,125.43,3383.28,3550.92
QTR8268 ,125.42,1927.86,1996.44
MDA376  ,125.35,3962.4,4206.24
SFR453  ,125.11,3116.58,3337.56
NOZ1JG  ,125.05,1569.72,1714.5
SPR760  ,125.03,5097.78,5212.08
N425PJ  ,125.02,3642.36,3802.38
EWG2682 ,124.95,1539.24,1653.54
CEF6024 ,124.9,5486.4,5654.04
RYR86DW ,124.72,906.78,990.6
N54HC   ,124.5,6606.54,7018.02
TRA91E  ,124.5,899.16,990.6
N607FJ  ,124.48,1531.62,1531.62
N717TF  ,124.41,1463.04,1524.0
APG353  ,124.34,2545.08,2712.72
AAL2758 ,124.33,1744.98,1836.42
EAI12B  ,124.29,1927.86,2080.26
RYR3AU  ,124.16,1493.52,1607.82
AKJ132V ,124.13,3528.06,3642.36
FDX1477 ,124.03,1249.68,1272.54
SWT7883 ,124.0,2446.02,2689.86
ENY3647 ,123.99,2598.42,2781.3
GLO2105 ,123.9,3314.7,3505.2
RYR99BB ,123.79,891.54,1005.84
EJU85UD ,123.71,1089.66,1234.44
AIQ511  ,123.52,2034.54,2095.5
EZS71AL ,123.48,3238.5,3451.86
DLA6AH  ,123.47,3002.28,3192.78
PSCBL   ,123.41,10972.8,11513.82
AIC2530 ,123.4,2331.72,2339.34
SRN392  ,123.33,7018.02,6979.92
Unknown,123.33,1546.86,1645.92
DAL1998 ,123.32,1882.14,1988.82
CNM1220 ,123.28,1958.34,1981.2
WIF4    ,123.13,5478.78,5570.22
HKE631  ,123.11,1912.62,2019.3
SWIFT1  ,123.09,259.08,419.1
TKJ5EZ  ,123.04,1912.62,2034.54
LUA659S ,122.96,1310.64,1424.94
AMU935  ,122.92,1203.96,1203.96
ANE81UX ,122.86,1524.0,1653.54
AXO789  ,122.86,1173.48,1226.82
CCA1216 ,122.36,3596.64,3718.56
DAL62   ,122.3,1821.18,1920.24
AWA420  ,122.2,2026.92,2004.06
ALAMO36 ,122.08,7315.2,7772.4
AKK2    ,122.03,922.02,914.4
ASA374  ,122.01,1059.18,1127.76
EXS48TR ,121.94,1775.46,1935.48
VOI700  ,121.93,2125.98,2209.8
MAL8088 ,121.89,4838.7,5029.2
THY847  ,121.84,1516.38,1615.44
VUAVE   ,121.78,2202.18,2209.8
CPA961  ,121.72,1402.08,1478.28
ASL2428 ,121.67,5676.9,5913.12
JAL2726 ,121.65,2987.04,3078.48
IBE04YZ ,121.52,1318.26,1432.56
ITY585  ,121.51,1463.04,1607.82
AAN111  ,121.46,1539.24,1668.78
WJA86   ,121.42,1074.42,1165.86
UIA8640 ,121.3,2026.92,2156.46
NKS2494 ,121.29,1798.32,1859.28
ABN2003 ,121.27,1546.86,1676.4
DAL2292 ,121.26,1653.54,1714.5
FLE600  ,121.2,1760.22,1828.8
RYR6362 ,121.17,2255.52,2461.26
FDX1874 ,121.17,2042.16,2148.84
JZA252  ,121.12,1181.1,1226.82
DAL953  ,121.0,1181.1,1242.06
SAS22P  ,120.92,1455.42,1516.38
TLJ386H ,120.9,1356.36,1478.28
Unknown,120.75,1470.66,1569.72
BAW41R  ,120.66,1417.32,1524.0
IBE05LV ,120.61,1554.48,1661.16
VLG445J ,120.55,1485.9,1615.44
DLH37N  ,120.51,1554.48,1645.92
RYR3SM  ,120.4,2331.72,2514.6
RAM932L ,120.35,1638.3,1767.84
FIN2EZ  ,120.28,5798.82,6004.56
AAL1903 ,120.15,1699.26,1798.32
ANA649  ,120.09,868.68,899.16
PSAMG   ,120.09,6126.48,6446.52
VIV437  ,120.06,914.4,960.12
DAL2426 ,120.03,1127.76,1203.96
ELJ701  ,119.69,1844.04,1988.82
SIA31   ,119.66,1615.44,1661.16
SEH4JT  ,119.59,3962.4,4091.94
FR141   ,119.57,1973.58,1988.82
PVL2585 ,119.46,4655.82,4800.6
LBQ870  ,119.36,1120.14,1188.72
UPS858  ,119.35,1965.96,2065.02
AEZ413P ,119.09,1950.72,2110.74
ANE52XP ,119.08,2133.6,2308.86
SWA572  ,119.02,1150.62,1219.2
NJE369A ,118.94,1501.14,1592.58
CBA30   ,118.94,6096.0,6370.32
THY7ST  ,118.85,1165.86,1264.92
ANA638  ,118.85,2446.02,2644.14
SWA3997 ,118.69,1150.62,1219.2
WIF2VN  ,118.67,6248.4,6339.84
ZSTEM   ,118.67,6865.62,7223.76
MAL8066 ,118.66,3383.28,3497.58
Unknown,118.65,1501.14,1592.58
EXS1PF  ,118.47,662.94,739.14
Unknown,118.43,5181.6,5471.16
WJA32   ,118.39,1691.64,1851.66
NKS2378 ,118.35,937.26,960.12
OCN1R   ,118.25,868.68,1059.18
CPA2099 ,118.14,1447.8,1516.38
N960T   ,118.11,8648.7,9166.86
SWA1360 ,118.1,929.64,967.74
DLA8XC  ,118.09,1051.56,1165.86
RPA3581 ,118.07,1882.14,1965.96
Unknown,117.89,3002.28,3192.78
AIC313  ,117.86,2651.76,2689.86
ATX5181 ,117.81,5791.2,6156.96
TLM741  ,117.73,1318.26,1356.36
TVJ2311 ,117.67,2301.24,2377.44
SWA558  ,117.66,1409.7,1493.52
PKW1032 ,117.66,6126.48,6355.08
DFKGI   ,117.46,8839.2,9281.16
CEB774  ,117.39,3581.4,3848.1
EZY875  ,117.12,998.22,1089.66
CCA190  ,117.0,1203.96,1287.78
PDT6072 ,116.87,1165.86,1234.44
IGO419  ,116.85,1889.76,1851.66
BRO27   ,116.83,1737.36,1851.66
ANE64VU ,116.78,1935.48,2103.12
RPA4541 ,116.72,716.28,784.86
N323HA  ,116.64,3253.74,3642.36
SWA1418 ,116.34,1021.08,1089.66
PPCOD   ,116.33,1264.92,1348.74
RYR340L ,116.29,1501.14,1615.44
SNAKE54 ,116.27,2697.48,2827.02
PSASO   ,116.13,8526.78,9014.46
ROT5312 ,116.1,1409.7,2217.42
ENT4362 ,116.03,1661.16,1752.6
PDT6022 ,115.99,1325.88,1402.08
AAL2563 ,115.91,1203.96,1280.16
TLM370  ,115.83,1219.2,1249.68
NATO40  ,115.75,914.4,998.22
SAS682  ,115.7,1905.0,2057.4
CFE603  ,115.68,1097.28,1409.7
JAL3116 ,115.61,1242.06,1363.98
MTN8387 ,115.42,4709.16,4953.0
MTG26   ,115.42,952.5,1043.94
ZSNHX   ,115.4,6621.78,6979.92
BAW45EM ,115.34,2103.12,2240.28
CEB538  ,115.29,1531.62,1668.78
MWM5800 ,115.29,1089.66,1158.24
EIN124  ,115.18,1165.86,1295.4
CT204   ,115.18,2407.92,2362.2
CPA3298 ,115.11,838.2,868.68
APJ159  ,115.06,2590.8,2788.92
EAI43N  ,115.06,2011.68,2156.46
CFG5TX  ,115.03,1097.28,1158.24
EJU41WK ,114.8,1394.46,1501.14
RYR3571 ,114.79,914.4,1005.84
ENY3364 ,114.72,1516.38,1562.1
WIS901  ,114.69,1828.8,1889.76
ANA559  ,114.66,1211.58,1264.92
UAL1383 ,114.58,1005.84,1043.94
IGO237U ,114.35,1828.8,1813.56
THY91J  ,114.24,914.4,990.6
TTW662  ,114.15,883.92,937.26
FDX1408 ,114.07,2750.82,2956.56
LHA4201 ,114.07,2499.36,2575.56
IFA331  ,113.71,1501.14,1615.44
FLE840  ,113.7,1432.56,1485.9
DFTTT   ,113.69,3962.4,4152.9
PGT9VC  ,113.53,1424.94,1531.62
CEB628  ,113.2,2011.68,2179.32
BEL9KU  ,113.16,1325.88,1455.42
JNA266  ,113.13,1074.42,1135.38
SWA479  ,113.01,1463.04,1546.86
AAL1763 ,112.89,1203.96,1242.06
N28GP   ,112.83,1127.76,1196.34
CSB805  ,112.71,1203.96,1234.44
EXS82HN ,112.68,2743.2,2933.7
PSLEM   ,112.66,2270.76,2438.4
SEH3AM  ,112.43,3352.8,3520.44
BKP294  ,112.32,4373.88,4602.48
TKJ9GZ  ,112.26,1706.88,1790.7
PRCCB   ,112.18,7315.2,7719.06
GLO1005 ,112.11,2743.2,2903.22
BRD7438 ,111.96,3947.16,4183.38
CO96    ,111.95,2712.72,2918.46
UAL1843 ,111.87,1257.3,1287.78
MAC122X ,111.78,670.56,754.38
2ONEL   ,111.27,891.54,975.36
Unknown,111.27,9105.9,9601.2
SHT2SP  ,111.25,1280.16,1409.7
CHH721  ,111.18,2362.2,2446.02
DAL1160 ,111.13,739.14,739.14
UPS9824 ,111.12,2072.64,2118.36
QFA491  ,111.03,1234.44,1386.84
ANE76YM ,110.95,4434.84,4701.54
CCA1466 ,110.9,2103.12,2133.6
CSN6706 ,110.89,1173.48,1249.68
MDS320  ,110.78,5608.32,5928.36
DIMKL   ,110.57,7924.8,8305.8
ASA542  ,110.44,990.6,1051.56
JDL2979 ,110.33,1280.16,1493.52
SWA1898 ,110.1,548.64,601.98
RYR15TT ,109.99,876.3,975.36
DLH1CN  ,109.71,1242.06,1348.74
VOE9YP  ,109.64,967.74,777.24
THY2SU  ,109.64,922.02,990.6
HER976  ,109.54,1485.9,1569.72
PSAAL   ,109.5,1333.5,1455.42
BKP181  ,109.43,3695.7,3878.58
NJE547P ,109.17,899.16,975.36
PAL897  ,108.99,1851.66,1996.44
DKH1607 ,108.93,1089.66,1066.8
BNL331  ,108.61,1524.0,1630.68
JAL264  ,108.43,1844.04,2004.06
NWS852  ,108.39,10355.58,10363.2
RYR14JE ,108.35,1043.94,1219.2
AVA224  ,108.34,3398.52,3611.88
LGL8211 ,108.09,1882.14,2034.54
RYR2R   ,108.03,1501.14,1623.06
ITY575  ,107.76,1242.06,1379.22
VOZ1227 ,107.68,1447.8,1615.44
WIF7G   ,107.23,3276.6,3230.88
Unknown,107.18,1623.06,1744.98
KLM96H  ,107.16,594.36,678.18
IGO1105 ,107.15,1584.96,1569.72
CCA959  ,106.95,1676.4,1706.88
SNJ50   ,106.82,396.24,441.96
HFA806  ,106.81,3078.48,3208.02
RYR5HM  ,106.78,525.78,601.98
ANA860  ,106.7,2148.84,2316.48
CPA831  ,106.61,1051.56,1097.28
WAA994  ,106.58,3680.46,3931.92
BOV961  ,106.55,5158.74,5494.02
FIN5PA  ,106.49,4023.36,4023.36
CPA421  ,106.35,929.64,967.74
N702SR  ,106.24,6096.0,6408.42
SXS8XL  ,106.18,922.02,990.6
CPA805  ,106.18,1181.1,1219.2
PGC63P  ,106.1,1485.9,1600.2
FDX6030 ,105.73,1143.0,1150.62
ASA7097 ,105.72,1097.28,1112.52
PHKAR   ,105.59,2735.58,2872.74
LOT3JA  ,105.49,1188.72,1272.54
ELY023  ,105.43,1005.84,1036.32
N11222  ,105.43,3398.52,3573.78
TAM3752 ,105.37,1188.72,1318.26
SRQ6505 ,105.09,4495.8,4770.12
CES6869 ,105.08,2735.58,2895.6
N176BS  ,105.03,7322.82,7772.4
ANA758  ,104.95,1424.94,1554.48
IGO1074 ,104.82,1234.44,1165.86
SNC1470 ,104.8,2133.6,2179.32
VIR3N   ,104.76,1036.32,1135.38
IGO55YA ,104.74,2438.4,2400.3
Unknown,104.69,2057.4,2110.74
JA573A  ,104.69,929.64,990.6
EXS2UN  ,104.65,5501.64,5608.32
AEE992  ,104.58,1287.78,1371.6
GAF118  ,104.49,868.68,845.82
LLR637  ,104.45,3314.7,3375.66
ENY3596 ,104.38,1516.38,1562.1
GMA19   ,104.34,4053.84,4236.72
SAS55D  ,104.24,716.28,883.92
RYR6659 ,104.23,548.64,624.84
CFG8MV  ,104.22,1706.88,1821.18
FIN4W   ,104.2,4274.82,4389.12
N15MH   ,104.06,1836.42,1958.34
WIS101  ,104.06,2103.12,2209.8
NAY30BL ,104.02,2446.02,2583.18
FLTCHK1 ,103.93,312.42,350.52
NOK134  ,103.92,1783.08,1813.56
IBB22SD ,103.88,2499.36,2735.58
UAL483  ,103.82,1066.8,1135.38
AUR3LG  ,103.8,3276.6,3421.38
ETD801  ,103.76,1097.28,1188.72
SKW6358 ,103.73,815.34,853.44
IGO2402 ,103.7,1615.44,1577.34
DEIWZ   ,103.67,2987.04,3078.48
RYR34GN ,103.56,1264.92,1371.6
DAL2040 ,103.56,815.34,838.2
CCA615  ,103.51,1295.4,1424.94
RYR5SF  ,103.41,1394.46,1531.62
DLA4YY  ,103.33,1882.14,2019.3
N125XP  ,103.32,1196.34,1226.82
DLH3KV  ,103.24,1127.76,1226.82
AXB2980 ,103.23,2628.9,2598.42
LBQ651  ,103.07,3771.9,4015.74
AAR136  ,102.91,1363.98,1485.9
UAL218  ,102.89,1181.1,1211.58
RYR7638 ,102.5,876.3,975.36
EJU349F ,102.49,1188.72,1310.64
TFSIF   ,102.38,1691.64,1828.8
SVA213  ,102.22,1295.4,1409.7
N567JL  ,102.22,2514.6,2621.28
UAL2389 ,102.2,693.42,746.76
TRA6338 ,102.19,777.24,876.3
FDX1473 ,102.0,830.58,906.78
DAL1430 ,101.7,1104.9,1165.86
EFW81W  ,101.55,1257.3,1325.88
QFA147  ,101.53,1005.84,1013.46
SWX21   ,101.5,3048.0,3055.62
SEH511  ,101.46,998.22,1066.8
EZY21EU ,101.41,1242.06,1341.12
GPD433  ,101.39,533.4,624.84
DLH4TX  ,101.35,678.18,762.0
WIF7JE  ,101.32,6705.6,6812.28
DTR1828 ,101.22,3489.96,3695.7
FSF356Z ,101.13,2750.82,2964.18
RYR216V ,101.12,1181.1,1287.78
NWK1645 ,101.06,1211.58,1196.34
PSFFF   ,100.8,5440.68,5745.48
UAE725  ,100.77,1493.52,1577.34
VPCMJ   ,100.76,906.78,1013.46
CSN6477 ,100.63,1211.58,1264.92
EJA537  ,100.5,525.78,586.74
N501S   ,100.34,2110.74,2247.9
DICHL   ,100.32,4572.0,4800.6
N5626Y  ,100.23,4564.38,4831.08
UAE67V  ,100.18,1569.72,1691.64
LOG39D  ,100.12,3505.2,3695.7
MB60G   ,99.81,1668.78,1630.68
AAL116  ,99.81,861.06,914.4
THY9RA  ,99.81,1181.1,1264.92
NJE7UH  ,99.71,769.62,822.96
VLG9ML  ,99.67,647.7,731.52
SWA3299 ,99.64,1043.94,1097.28
UIA8651 ,99.36,1600.2,1699.26
UAL1248 ,99.17,876.3,906.78
ZSFAF   ,99.16,3505.2,3726.18
DAL1856 ,99.16,876.3,922.02
THA669  ,99.14,1356.36,1363.98
SEMMK   ,99.14,2438.4,2583.18
WIF7VK  ,98.92,1584.96,1653.54
UBG189  ,98.9,2354.58,2415.54
N80BS   ,98.88,2103.12,2209.8
NJE3NX  ,98.82,1432.56,1554.48
AZU2966 ,98.68,1203.96,1287.78
UAE58Y  ,98.65,373.38,220.98
IBS1531 ,98.65,1348.74,1447.8
UAE63Q  ,98.59,1508.76,1569.72
RVP952  ,98.31,3078.48,3261.36
PSNJB   ,98.26,2438.4,2567.94
ETP21   ,98.14,3634.74,3825.24
SH135   ,98.11,731.52,876.3
T7CMH   ,97.97,914.4,990.6
N497RB  ,97.83,2560.32,2674.62
EJU63EM ,97.78,1036.32,1143.0
DLH764  ,97.77,861.06,944.88
AFR42HM ,97.58,1150.62,1242.06
ZSODI   ,97.46,3406.14,3619.5
OKTGS   ,97.37,2750.82,2880.36
ITY437  ,97.32,937.26,1059.18
RYR43WX ,96.9,670.56,739.14
RYR8QU  ,96.83,617.22,716.28
GAP2974 ,96.72,1600.2,1729.74
UAL442  ,96.72,571.5,601.98
UAL116  ,96.6,929.64,1005.84
FDX1487 ,96.2,2301.24,2446.02
USC108  ,96.2,899.16,937.26
PSDDF   ,96.18,7498.08,7947.66
LNK923N ,96.11,1691.64,1851.66
CSZ9438 ,96.05,1021.08,1089.66
DLH79H  ,96.0,1409.7,1516.38
LOT318  ,95.75,838.2,914.4
RPA4393 ,95.71,845.82,899.16
UAE333  ,95.59,175.26,205.74
HYS235  ,95.51,807.72,838.2
ANE70ER ,95.48,5204.46,5509.26
UAL422  ,95.48,678.18,746.76
VOZ981  ,95.48,518.16,685.8
NGF1929 ,95.36,1607.82,1684.02
MBU1LE  ,95.27,891.54,975.36
CCA1357 ,95.25,944.88,982.98
RYR734A ,95.18,1257.3,1363.98
AJAX1433,95.14,990.6,929.64
TGW390  ,95.14,1516.38,1638.3
RYR3028 ,95.05,601.98,678.18
Unknown,95.04,9105.9,9601.2
TOM9CT  ,95.02,1059.18,1150.62
CAN23   ,94.94,2750.82,2933.7
OEKGE   ,94.86,4572.0,4785.36
PSMIG   ,94.85,6431.28,6850.38
IAM2834 ,94.76,2057.4,2194.56
OKMIP   ,94.69,4297.68,4511.04
BGA183G ,94.57,906.78,990.6
CO39    ,94.47,1889.76,2034.54
WIF588  ,94.22,525.78,617.22
ETH3605 ,94.22,914.4,998.22
KMF965  ,94.14,746.76,617.22
CCA421  ,94.14,883.92,960.12
VOZ672  ,94.14,883.92,1043.94
REV940A ,94.03,4678.68,4907.28
UAE417  ,93.85,-68.58,99.06
Unknown,93.85,1828.8,1920.24
QTR8944 ,93.83,632.46,502.92
PSMDZ   ,93.77,4648.2,4907.28
N142P   ,93.71,3002.28,3147.06
JAL8799 ,93.61,670.56,701.04
UAL1095 ,93.58,220.98,251.46
JAL3009 ,93.49,1104.9,1219.2
DLH2FJ  ,93.45,716.28,807.72
NJR     ,93.29,3017.52,3192.78
AAL963  ,93.17,1478.28,1584.96
ULR91R  ,93.15,495.3,632.46
NSZ4DW  ,93.13,1059.18,1074.42
EZY19UL ,92.92,777.24,891.54
SAS540  ,92.89,960.12,1005.84
Unknown,92.6,807.72,975.36
VYT99   ,92.56,2857.5,3055.62
KLM7907 ,92.48,3040.38,3208.02
WJA18   ,92.4,1066.8,1158.24
EZY36HZ ,92.32,685.8,815.34
Unknown,92.18,9105.9,9601.2
TLM789  ,92.09,838.2,822.96
PGT1952 ,91.94,838.2,853.44
FDX1564 ,91.85,830.58,906.78
BRU2003 ,91.81,937.26,982.98
Unknown,91.61,1965.96,2125.98
DEEIC   ,91.57,2240.28,2377.44
CNS241  ,91.23,2484.12,2598.42
GOA5605 ,91.12,2857.5,2918.46
CSB841  ,90.89,533.4,594.36
TCFCE   ,90.88,259.08,304.8
DLH452  ,90.62,723.9,800.1
RYR30UC ,90.61,685.8,784.86
AVA9252 ,90.57,2697.48,2872.74
N211MA  ,90.47,3048.0,3261.36
PVD447L ,90.45,670.56,754.38
VLG75TJ ,90.45,1013.46,1112.52
ESR614  ,90.42,800.1,845.82
N6816S  ,90.29,2560.32,2705.1
CCA848  ,90.23,1021.08,1104.9
HBLMB   ,90.12,3048.0,3246.12
Unknown,89.97,594.36,655.32
CSW1EP  ,89.96,1455.42,1562.1
TVF8625 ,89.84,792.48,861.06
CO110   ,89.77,2461.26,2621.28
EDV5006 ,89.76,708.66,746.76
LAL1240 ,89.64,632.46,739.14
Unknown,89.5,922.02,960.12
KAL1211 ,89.49,1059.18,1120.14
AIC2842 ,89.12,1554.48,1470.66
CGUND   ,89.05,6027.42,6164.58
TVF7360 ,89.04,1051.56,1165.86
N3284M  ,89.0,548.64,571.5
KBZ     ,88.91,1988.82,2110.74
LNI372  ,88.89,792.48,830.58
AIC174  ,88.84,891.54,800.1
ZSMFS   ,88.81,2781.3,2971.8
