callsign,velocity,baro_altitude,geo_altitude
QTR40N  ,320.49,10668.0,10965.18
QFA940  ,309.32,11277.6,11529.06
T7KFL   ,286.98,11887.2,12306.3
QTR744  ,285.72,11887.2,12123.42
ETD78G  ,285.53,11269.98,11780.52
ETD79H  ,284.13,11887.2,12534.9
NBT31W  ,283.95,11269.98,11635.74
DCW202  ,283.48,12489.18,13129.26
ETD108  ,282.23,11277.6,11978.64
PPNVI   ,281.95,12496.8,13037.82
AAE105  ,281.26,11887.2,12641.58
UPS76   ,281.04,9448.8,9982.2
QTR34C  ,280.99,11269.98,12016.74
CHH438  ,280.5,11277.6,11765.28
GEC8410 ,280.37,11887.2,12626.34
ETD26W  ,280.13,11269.98,11948.16
N720LE  ,279.75,12496.8,12984.48
UPS9    ,279.37,9753.6,10439.4
FDX4    ,279.21,10668.0,11186.16
AZV3010 ,279.14,10668.0,11308.08
THY8JK  ,278.72,11887.2,12115.8
AEA056  ,278.34,11887.2,12519.66
DHK705  ,277.53,9448.8,9989.82
RBA1    ,277.34,13098.78,13952.22
SVA110  ,276.94,10058.4,10530.84
KAL035  ,275.81,11277.6,11666.22
ANZ200  ,275.28,10050.78,10256.52
UAL90   ,275.24,11269.98,11711.94
QTR33L  ,275.19,11894.82,12412.98
GTI538  ,275.11,9448.8,9745.98
TKJ8EW  ,275.08,9677.4,10294.62
KZR216  ,274.74,10668.0,11376.66
BAW198  ,274.7,10363.2,11109.96
TKJ2JM  ,274.52,10668.0,11399.52
UAL1735 ,274.33,11277.6,11772.9
KLM844  ,273.89,10972.8,11780.52
NOS1421 ,273.81,12192.0,12748.26
SIA365  ,273.81,10728.96,11102.34
AAL126  ,273.78,12496.8,13083.54
UAE414  ,273.6,12496.8,12580.62
UAL164  ,273.56,10058.4,10568.94
QTR756  ,273.52,11887.2,12672.06
N43SF   ,273.48,11277.6,11932.92
FDX34   ,273.33,10668.0,11117.58
SMB355  ,272.96,12504.42,13159.74
LOT1719 ,272.77,11277.6,11993.88
AEA094  ,272.58,10355.58,10927.08
ELY106  ,272.47,11269.98,11597.64
UAE220  ,272.33,10668.0,11049.0
SAA040  ,272.28,9753.6,10317.48
NCA004  ,272.27,9296.4,9906.0
BAW65   ,271.92,11277.6,11772.9
AIC143  ,271.85,11574.78,12428.22
MSR682  ,271.16,9547.86,10226.04
FJO97   ,271.12,13106.4,13655.04
UAL125  ,270.77,11574.78,11963.4
DKH1655 ,270.66,9174.48,9799.32
AIC2017 ,270.64,10965.18,11765.28
QTR83N  ,270.58,10668.0,11155.68
THT7    ,270.53,10050.78,10447.02
Unknown,270.43,10058.4,10660.38
QTR17X  ,270.43,12489.18,13144.5
CKS502  ,270.35,10972.8,11315.7
UPS80   ,270.23,11582.4,12092.94
CSN5217 ,270.19,9448.8,10058.4
ICE342  ,270.03,9707.88,9784.08
UAE256  ,270.0,12192.0,12740.64
FDX38   ,269.79,10668.0,11231.88
N40NS   ,269.58,13106.4,13472.16
FDX9737 ,269.57,10668.0,11140.44
AFR828  ,269.45,11887.2,12405.36
UAE25K  ,269.38,11277.6,11742.42
WMN807  ,269.26,13716.0,14119.86
THY4YT  ,269.08,12496.8,12870.18
Unknown,269.08,9105.9,9601.2
PSCRD   ,269.07,8229.6,8694.42
AAL907  ,269.03,9745.98,10027.92
AFR30X  ,268.98,10972.8,11292.84
AFR181  ,268.83,10972.8,11811.0
UAE7CN  ,268.74,11277.6,11750.04
HLJ102  ,268.72,10363.2,11033.76
ATN3310 ,268.55,10668.0,11285.22
SIO801  ,268.54,12496.8,13098.78
ETD47   ,268.4,8572.5,9182.1
CKS369  ,268.36,10363.2,10858.5
DLH454  ,268.28,9144.0,9555.48
ELY026  ,268.04,11277.6,12047.22
BAW6    ,268.04,11277.6,11262.36
RJA264  ,267.87,12489.18,12938.76
ETD6HZ  ,267.81,11887.2,12313.92
AFR004  ,267.68,10363.2,10728.96
UPS972  ,267.67,11590.02,12070.08
QTR63F  ,267.61,11879.58,12443.46
UAL1731 ,267.58,11887.2,12595.86
CGGVI   ,267.57,13106.4,13929.36
BBC343  ,267.54,11170.92,11925.3
AAL21   ,267.52,9753.6,10111.74
UAE74W  ,267.46,11277.6,11765.28
SIA12   ,267.45,9448.8,10088.88
KLM661  ,267.39,10363.2,10767.06
ETD36V  ,267.37,11277.6,11711.94
QQE990  ,267.36,13106.4,14043.66
ASA109  ,267.26,10668.0,11033.76
AEA1301 ,267.25,11879.58,12633.96
BOX533  ,267.11,9753.6,10500.36
BAW53M  ,267.11,10972.8,11315.7
UAL672  ,267.08,11887.2,12237.72
QTR85Q  ,267.01,10668.0,10797.54
CES710  ,266.84,9144.0,9532.62
CKK227  ,266.84,10058.4,10332.72
FDX1857 ,266.82,10980.42,11430.0
RYR11RH ,266.69,11277.6,11605.26
THY8    ,266.66,11277.6,11681.46
FDX1342 ,266.6,10668.0,11216.64
ETD35Q  ,266.59,11269.98,11788.14
DLH430  ,266.44,10363.2,10767.06
QTR14L  ,266.39,10363.2,11163.3
ETD8NY  ,266.25,11277.6,11681.46
ETD11K  ,266.22,11887.2,12268.2
KLM132  ,266.2,10668.0,11064.24
UBT72C  ,266.19,10355.58,10690.86
TAM3127 ,266.16,10660.38,11224.26
KLM591  ,266.1,9448.8,9883.14
ASA536  ,266.08,10675.62,11254.74
DLH462  ,266.07,9753.6,10149.84
FDX2    ,265.99,10668.0,11277.6
N131YF  ,265.98,13106.4,13495.02
JAL26   ,265.94,10668.0,11430.0
HFL521  ,265.86,12496.8,13014.96
UAL2308 ,265.85,11277.6,11841.48
AAL221  ,265.72,11582.4,11971.02
VLW02   ,265.72,12496.8,12931.14
KLM48K  ,265.67,9144.0,9479.28
AAL87   ,265.63,10355.58,10774.68
UPS984  ,265.6,10972.8,11445.24
OMA171  ,265.45,10972.8,11803.38
CPA549  ,265.43,11582.4,12336.78
AAL203  ,265.37,11582.4,11986.26
FDX1885 ,265.37,11574.78,11986.26
EVA096  ,265.35,10660.38,11010.9
KLM147  ,265.35,10965.18,11376.66
UPS197  ,265.21,11887.2,12359.64
KZR636  ,265.07,10058.4,10553.7
BAW283  ,265.06,9753.6,10142.22
FDX130  ,264.98,10058.4,10561.32
NCR854  ,264.94,10287.0,10881.36
SIA919  ,264.94,13106.4,13853.16
SIA338  ,264.92,10972.8,11643.36
SVA113  ,264.81,10363.2,10980.42
FDX8    ,264.72,9448.8,10005.06
IBS1882 ,264.6,8854.44,9296.4
AFR90T  ,264.56,10058.4,10401.3
N685GD  ,264.52,13106.4,13502.64
CES5029 ,264.49,9784.08,10454.64
LOT2PA  ,264.36,10325.1,10721.34
SXGJB   ,264.32,12550.14,13228.32
AFR226  ,264.26,10668.0,11132.82
JBU525  ,264.24,10668.0,11262.36
FIN16   ,264.22,12443.46,12580.62
AIZ336  ,264.16,10073.64,10530.84
AAL2776 ,264.13,10050.78,10683.24
UPS598  ,264.1,10668.0,11285.22
DCW123  ,263.94,12496.8,12954.0
MAS850  ,263.93,10378.44,11056.62
UAL2046 ,263.91,8343.9,8831.58
UAL1665 ,263.72,10668.0,11247.12
AFR966  ,263.71,10058.4,10408.92
THY1HU  ,263.61,11887.2,12291.06
DAL1237 ,263.59,9677.4,10226.04
GLO1614 ,263.55,10538.46,10820.4
BBC349  ,263.49,10363.2,11026.14
UAL991  ,263.46,10965.18,11277.6
EJU72CG ,263.4,10957.56,11292.84
ETD5HJ  ,263.38,11887.2,12298.68
AAL173  ,263.34,10363.2,10759.44
SIA494  ,263.31,10363.2,10949.94
GTI8692 ,263.3,10668.0,10774.68
BCS516  ,263.29,11887.2,12374.88
AFR186  ,263.27,10058.4,10477.5
AAL375  ,263.24,10058.4,10370.82
SDM6310 ,263.24,10668.0,10820.4
HAL96   ,263.21,10675.62,11254.74
AAL239  ,263.18,10363.2,10744.2
AFR475  ,263.14,10363.2,10637.52
AFR158  ,263.03,10972.8,11330.94
AFR890  ,263.0,10363.2,10675.62
QTR84X  ,262.97,10363.2,11148.06
GFA155  ,262.92,9105.9,9601.2
AFR934  ,262.9,10058.4,10538.46
UAE8UW  ,262.9,11887.2,12344.4
CCA817  ,262.78,9448.8,10119.36
CPA701  ,262.68,12192.0,12961.62
AAL71   ,262.61,10972.8,11391.9
JAL47   ,262.57,10668.0,10492.74
DLH436  ,262.55,11582.4,11940.54
THA653  ,262.54,13106.4,13815.06
CHH7922 ,262.51,9540.24,9951.72
AAR761  ,262.46,12192.0,12969.24
Unknown,262.42,11277.6,11841.48
IFA2282 ,262.41,12496.8,13144.5
UAE100  ,262.4,10668.0,11125.2
AMX058  ,262.24,10965.18,11529.06
DLH400  ,262.23,10363.2,10736.58
RJA281  ,262.19,10355.58,11049.0
ASA22   ,262.16,10668.0,11224.26
QTR59P  ,262.14,10668.0,11056.62
SIA351  ,262.12,10668.0,11056.62
DAL124  ,262.11,8892.54,9479.28
VJA552  ,262.01,13106.4,13662.66
SXS4MV  ,262.0,10005.06,10599.42
QTR21C  ,261.92,9753.6,10485.12
SVA861  ,261.92,10363.2,11026.14
THY13F  ,261.92,8542.02,8945.88
BAW43C  ,261.9,10241.28,10599.42
UAL2070 ,261.84,11277.6,11849.1
KAL422  ,261.82,9753.6,10424.16
UAL2303 ,261.82,10668.0,11323.32
KLM601  ,261.82,10965.18,11361.42
THY209  ,261.77,12192.0,13106.4
JST17   ,261.76,12192.0,12961.62
DAH2024 ,261.76,10058.4,10645.14
CSG2545 ,261.74,10058.4,10287.0
FIN7LP  ,261.72,13106.4,13472.16
QTR65R  ,261.7,11879.58,12283.44
THY801  ,261.68,12192.0,12649.2
THY7VG  ,261.65,9022.08,9486.9
THY48L  ,261.64,12192.0,13114.02
JBU162  ,261.63,9441.18,9982.2
P4G7A   ,261.62,11887.2,12321.54
CHH750  ,261.55,10972.8,11430.0
CAL064  ,261.54,11277.6,11704.32
JBU540  ,261.51,10058.4,10637.52
UZB272  ,261.48,10431.78,10988.04
CKS263  ,261.33,10668.0,11323.32
MAS122  ,261.31,11582.4,12306.3
BAW3G   ,261.28,10972.8,11330.94
AAL180  ,261.26,12489.18,12870.18
UAE69T  ,261.25,11887.2,12275.82
ASA622  ,261.19,11277.6,11887.2
AFR722  ,261.16,10660.38,11323.32
JBU1419 ,261.12,10066.02,10660.38
SIA236  ,261.11,12192.0,12946.38
RPA3559 ,261.06,10058.4,10675.62
EVA088  ,260.97,8839.2,9235.44
DAL8772 ,260.95,11887.2,12573.0
TZP2    ,260.91,8968.74,9578.34
BAW7NY  ,260.86,10835.64,11170.92
TOM6207 ,260.85,10363.2,10789.92
JES3826 ,260.8,11277.6,11864.34
AXM5325 ,260.8,10370.82,11049.0
FIN2RE  ,260.78,11871.96,12001.5
RWZ1348 ,260.76,10058.4,10668.0
JAL773  ,260.73,10043.16,10721.34
AAL733  ,260.67,10363.2,10721.34
AAL199  ,260.67,10972.8,11369.04
UAL2132 ,260.65,10668.0,11277.6
DLH456  ,260.61,9753.6,10172.7
FDX6014 ,260.6,9410.7,9494.52
AAL161  ,260.47,10972.8,11437.62
AAL128  ,260.46,10058.4,10767.06
SIA345  ,260.41,9448.8,9875.52
NBT40S  ,260.4,12489.18,12870.18
KAC117  ,260.36,10363.2,10767.06
Unknown,260.35,11582.4,12382.5
AFR218  ,260.34,11277.6,11635.74
CKS218  ,260.32,9753.6,10332.72
CES755  ,260.22,10965.18,11696.7
SIA23   ,260.21,11887.2,12237.72
FIN10   ,260.21,12496.8,12641.58
UAG37B  ,260.12,11277.6,12016.74
TOM86C  ,260.07,11574.78,11948.16
UAL879  ,260.03,10363.2,10728.96
THY8VG  ,260.01,11277.6,11681.46
UPS992  ,259.96,11582.4,12047.22
ELY322  ,259.95,10668.0,11262.36
CAL5265 ,259.9,12192.0,12214.86
UAE88N  ,259.88,10980.42,11628.12
TOM8AM  ,259.8,10363.2,10767.06
MXD1901 ,259.79,9144.0,9723.12
UAE5WR  ,259.59,10668.0,11064.24
FIN30T  ,259.55,11262.36,11475.72
QTR31J  ,259.53,11887.2,12336.78
ETD9GL  ,259.49,11887.2,12268.2
UAL885  ,259.48,10363.2,10706.1
FLE150  ,259.39,11277.6,11750.04
VSV5371 ,259.32,9547.86,10180.32
PGT75XK ,259.29,10058.4,10538.46
AFL1476 ,259.13,8854.44,9098.28
AFR501  ,259.11,11224.26,11521.44
IGO5265 ,259.09,9578.34,10187.94
CAO3125 ,259.07,9448.8,10111.74
SIA326  ,259.05,11582.4,12451.08
FDX57   ,259.03,10675.62,11338.56
THY32G  ,258.86,11879.58,12359.64
ETD19G  ,258.85,10972.8,11369.04
RYR30HE ,258.82,9273.54,9715.5
VIR5C   ,258.61,10180.32,10538.46
AAL93   ,258.61,10355.58,10812.78
Unknown,258.6,11277.6,12092.94
AEE491  ,258.57,10668.0,11117.58
UAL2097 ,258.55,10043.16,10629.9
TOM636  ,258.5,10911.84,11308.08
CAL5226 ,258.5,10668.0,11231.88
N600NB  ,258.45,12496.8,13228.32
BAW660  ,258.44,10652.76,11049.0
UAL2019 ,258.42,10058.4,10675.62
AFR11U  ,258.4,12496.8,12862.56
KLM639  ,258.39,11277.6,11681.46
SVA597  ,258.37,10363.2,11155.68
ETD160  ,258.36,11269.98,11658.6
SCX3008 ,258.35,8915.4,9502.14
AMB464  ,258.35,10972.8,11376.66
DAL177  ,258.34,10027.92,10386.06
EVA129  ,258.3,11285.22,12092.94
SIA879  ,258.23,11879.58,12664.44
DAL153  ,258.19,10668.0,11041.38
ITY650  ,258.18,10972.8,11346.18
WMT5623 ,258.18,10668.0,11094.72
ITY608  ,258.18,11582.4,11963.4
SVA253  ,258.05,10965.18,11384.28
ANA206  ,258.0,10668.0,11056.62
PGT82VY ,258.0,10370.82,11094.72
AAL729  ,257.98,10972.8,11338.56
FDX1499 ,257.98,10988.04,11689.08
SEU8624 ,257.91,10972.8,11612.88
UPS109  ,257.88,11277.6,11993.88
JAF9GN  ,257.86,9761.22,10142.22
UPS796  ,257.81,10972.8,11597.64
QTR55U  ,257.76,11887.2,12390.12
DLH1454 ,257.75,10675.62,11033.76
SAS38M  ,257.72,11277.6,11498.58
AAL102  ,257.72,10668.0,11391.9
NKS1552 ,257.72,10668.0,11369.04
FDX37   ,257.68,10538.46,11003.28
SVA123  ,257.68,11582.4,11986.26
KLM792  ,257.57,11582.4,11917.68
DAL388  ,257.57,10668.0,11369.04
JAL99   ,257.56,12184.38,13014.96
THA472  ,257.55,12496.8,13251.18
PAL654  ,257.47,11582.4,12306.3
AFR342  ,257.46,10965.18,11338.56
SGA2552 ,257.45,9753.6,10287.0
DAL104  ,257.41,9296.4,9906.0
AFR097  ,257.37,11765.28,12070.08
QFA34   ,257.37,10050.78,10378.44
JBU50   ,257.37,10668.0,11094.72
ENT1202 ,257.35,10972.8,11681.46
DKH1662 ,257.28,11079.48,11529.06
HVN10   ,257.27,10668.0,11109.96
AFR842  ,257.27,9753.6,10027.92
DAL87   ,257.24,10668.0,11064.24
EZY68YK ,257.23,10363.2,10690.86
EVA072  ,257.23,8732.52,9144.0
THY1DN  ,257.19,10058.4,10629.9
ETD4EA  ,257.19,11277.6,11658.6
NJE033F ,257.19,13098.78,13578.84
RAM910T ,257.18,12192.0,12771.12
WJA81   ,257.12,10668.0,11361.42
BAW108  ,257.1,11574.78,11971.02
BAW2277 ,257.08,10972.8,11384.28
SVA826  ,257.04,10668.0,11292.84
THY1PE  ,257.04,12496.8,12946.38
JAL8    ,256.99,10668.0,11338.56
RPA5690 ,256.99,10058.4,10652.76
ETD2KQ  ,256.99,8282.94,8130.54
VOZ1405 ,256.98,12489.18,12633.96
RRR2302 ,256.87,11887.2,12512.04
UAE310  ,256.84,10668.0,11369.04
QTR42K  ,256.83,12192.0,12839.7
UAL363  ,256.82,10668.0,11239.5
FJO647  ,256.81,13106.4,13533.12
AUA442C ,256.79,10972.8,11490.96
UAL861  ,256.79,10668.0,11300.46
IBE06MM ,256.77,10378.44,10835.64
VLG5SD  ,256.75,10965.18,11353.8
FDB5ZL  ,256.73,11582.4,12458.7
DAL2440 ,256.69,8488.68,8991.6
AFR564  ,256.69,11887.2,12748.26
KLM879  ,256.69,11277.6,11696.7
ANA208  ,256.67,10660.38,11018.52
NOZ1811 ,256.62,10972.8,11315.7
WJA564  ,256.59,10668.0,11125.2
TGW711  ,256.58,11277.6,11673.84
AFR29JU ,256.57,10058.4,10393.68
QTR25C  ,256.5,11277.6,11788.14
DLH2K   ,256.46,10972.8,11346.18
AFR068  ,256.44,10972.8,11399.52
AFR194  ,256.34,11277.6,11635.74
DAL568  ,256.33,9448.8,10012.68
DLH92J  ,256.3,9776.46,10271.76
ETD99P  ,256.3,11277.6,11643.36
ELY320  ,256.29,10058.4,10500.36
SIA11   ,256.29,9944.1,10607.04
JBU80   ,256.27,11277.6,11925.3
CCA607  ,256.27,10972.8,11041.38
GEC8430 ,256.24,11277.6,11650.98
UPS9811 ,256.22,9151.62,9730.74
UAE958  ,256.22,10058.4,9601.2
SVA101  ,256.21,11582.4,12047.22
UPS798  ,256.18,10972.8,11635.74
DAL377  ,256.12,10066.02,10568.94
DAH2070 ,256.11,12192.0,12710.16
CFG8XF  ,256.08,10972.8,11483.34
RBG987  ,256.07,9761.22,10416.54
AUA89   ,256.01,10972.8,11384.28
UPS888  ,255.91,10668.0,11353.8
SIA24   ,255.91,11277.6,12009.12
AFL1017 ,255.88,10675.62,10812.78
QTR64J  ,255.86,10972.8,11437.62
ITY614  ,255.81,11582.4,12031.98
DAH3024 ,255.8,11277.6,11772.9
QTR72J  ,255.77,10668.0,11178.54
VLG2HW  ,255.75,10972.8,11369.04
EIN105  ,255.75,10058.4,10431.78
BAW16   ,255.74,12192.0,12984.48
CSN303  ,255.72,10965.18,11003.28
EVE814  ,255.71,12192.0,12839.7
TOM3201 ,255.67,10972.8,11308.08
HKE691  ,255.67,10972.8,11681.46
AAL49   ,255.65,10972.8,11361.42
ABY147  ,255.62,10363.2,11094.72
AUA81   ,255.61,10363.2,10774.68
THA629  ,255.6,11574.78,12344.4
DAL233  ,255.6,10363.2,10645.14
VJT710  ,255.57,12496.8,12900.66
QTR90G  ,255.45,11582.4,12039.6
ITY856  ,255.43,10668.0,11178.54
JAL735  ,255.41,10363.2,11079.48
AMQ7A   ,255.39,8526.78,8976.36
ETH3790 ,255.37,11887.2,12275.82
ANA971  ,255.36,11574.78,12359.64
UAL43   ,255.29,10363.2,10774.68
QTR6F   ,255.25,9753.6,10172.7
THY7YV  ,255.21,12496.8,12984.48
JAL12   ,255.15,11277.6,11612.88
MEA427  ,255.11,11582.4,12504.42
AMX025  ,255.06,11887.2,12428.22
EJU79MB ,255.05,11269.98,11750.04
ETD7BR  ,255.04,11277.6,11658.6
PGT7SY  ,255.04,7155.18,7482.84
CSN348  ,254.9,8595.36,8961.12
THY1HV  ,254.89,11887.2,12580.62
DAL141  ,254.88,10363.2,10706.1
NOS34LM ,254.86,10668.0,11178.54
UAE44   ,254.83,10668.0,10988.04
VRE803  ,254.81,10972.8,11658.6
LAV6631 ,254.8,11551.92,11963.4
SXS4PP  ,254.78,10393.68,11033.76
BLX82J  ,254.77,11582.4,12070.08
FDX1403 ,254.75,10363.2,11026.14
ANA854  ,254.7,12496.8,13319.76
UAE304  ,254.65,10058.4,10713.72
RJA261G ,254.65,10972.8,11681.46
GTI8643 ,254.63,9448.8,9814.56
ELY315  ,254.61,11582.4,12054.84
AFL733  ,254.6,11582.4,12374.88
THY6    ,254.55,10668.0,11064.24
ANE61HB ,254.54,8991.6,9425.94
QTR54Y  ,254.53,11582.4,11955.78
EZS34YP ,254.51,11277.6,11719.56
ABX588  ,254.51,10012.68,10622.28
PPMQS   ,254.45,13106.4,13647.42
AFR264  ,254.41,11277.6,11719.56
CSS159  ,254.39,10363.2,11056.62
THY182  ,254.37,12184.38,12877.8
QTR5J   ,254.35,11887.2,11971.02
ETD81C  ,254.35,11887.2,12268.2
FDX156  ,254.35,11277.6,11925.3
ELY007  ,254.35,11582.4,12031.98
QTR33U  ,254.34,11193.78,11635.74
QFA652  ,254.25,11887.2,11978.64
ETD7    ,254.23,10972.8,11430.0
RPA5611 ,254.21,10058.4,10629.9
DLH453  ,254.19,11887.2,12306.3
GFA028  ,254.17,10668.0,11056.62
CTM001  ,254.16,10355.58,10835.64
CJT991  ,254.14,10538.46,11201.4
QTR88C  ,254.01,11879.58,12344.4
TOM9HW  ,254.0,10972.8,11315.7
TOM1213 ,253.99,10972.8,11315.7
GTI791  ,253.99,10675.62,11323.32
EZY24DL ,253.96,10675.62,11117.58
TAM8084 ,253.95,10363.2,11071.86
EWG7535 ,253.94,10363.2,10713.72
RYR961N ,253.92,8763.0,9151.62
THY1SZ  ,253.89,11887.2,12725.4
AAL468  ,253.86,9677.4,10271.76
CXA811  ,253.83,10965.18,10995.66
RJA263  ,253.81,10972.8,11346.18
SIA301  ,253.76,11277.6,11711.94
TOM8YB  ,253.73,13106.4,13586.46
NMA2270 ,253.71,10972.8,11727.18
BEL1CP  ,253.68,10972.8,11361.42
DAL229  ,253.68,10972.8,11353.8
SWA3908 ,253.64,10668.0,11231.88
EJU6648 ,253.64,10363.2,10698.48
DAL477  ,253.63,9166.86,9753.6
SIA7429 ,253.6,10363.2,11003.28
AXM5195 ,253.56,11582.4,12321.54
DAL59   ,253.55,10972.8,11330.94
AAL1462 ,253.55,10058.4,10652.76
QTR8A   ,253.55,12192.0,12725.4
AEE629  ,253.4,11887.2,12367.26
DAL416  ,253.36,11300.46,11963.4
AAL2540 ,253.33,11582.4,12283.44
TVF71UW ,253.33,10965.18,11437.62
UAL7    ,253.3,10363.2,11087.1
AMU861  ,253.27,10972.8,11689.08
SVA023  ,253.27,10363.2,10584.18
SKY795  ,253.26,8846.82,9349.74
HKE744  ,253.24,10386.06,11079.48
DAL135  ,253.19,10668.0,11056.62
THY8EV  ,253.19,11887.2,12588.24
DAH1216 ,253.18,10363.2,10896.6
CLX499C ,253.17,10972.8,11323.32
ETD1QN  ,253.14,10668.0,10988.04
UPS207  ,253.14,10668.0,11292.84
QTR20F  ,253.13,10058.4,10477.5
QTR60X  ,253.13,12192.0,12573.0
AAL2680 ,253.12,10058.4,10675.62
AIC179  ,253.12,9448.8,10043.16
DAL397  ,253.11,10058.4,10515.6
N156QS  ,253.11,12184.38,12633.96
NSZ2893 ,253.01,11582.4,12123.42
AAL2867 ,252.96,8839.2,9395.46
RJA111  ,252.94,12184.38,12862.56
AFR471  ,252.91,11277.6,12054.84
MAS2665 ,252.87,10363.2,11087.1
QTR2W   ,252.83,10972.8,11407.14
AFR431  ,252.82,12496.8,12847.32
JAL331  ,252.8,12192.0,12969.24
SWR16F  ,252.79,10668.0,11026.14
NOZ91H  ,252.73,10972.8,11315.7
EZY81JC ,252.73,10668.0,11049.0
JST957  ,252.68,10668.0,10789.92
MAC132  ,252.65,11894.82,12428.22
ITY640  ,252.64,10363.2,10828.02
EVA196  ,252.63,11612.88,12382.5
TOM8VX  ,252.63,11582.4,11932.92
QTR5V   ,252.62,10972.8,11414.76
EDW3A   ,252.61,12496.8,12862.56
DUB10   ,252.61,11582.4,12428.22
ESR604  ,252.61,7924.8,8488.68
CEB014  ,252.61,10972.8,11673.84
EDW76   ,252.6,10668.0,11445.24
WJA45   ,252.6,8663.94,9037.32
BOX502  ,252.59,10934.7,11681.46
EFW9RZ  ,252.59,10668.0,11224.26
ASA138  ,252.59,9448.8,9966.96
CES575  ,252.54,10058.4,10774.68
JBU2137 ,252.54,10370.82,10988.04
AEE855  ,252.51,11277.6,11780.52
LAN706  ,252.51,12184.38,12885.42
SIA927  ,252.49,10972.8,11696.7
JAL329  ,252.45,12192.0,13014.96
FIN1DF  ,252.44,13106.4,13472.16
UAE69R  ,252.43,10972.8,11422.38
EVA190  ,252.41,11887.2,12679.68
UAE238  ,252.4,11277.6,11643.36
THY8SR  ,252.39,11277.6,11658.6
QTR22Y  ,252.37,12192.0,12618.72
VLG8TY  ,252.36,11285.22,11871.96
VJT732  ,252.33,9471.66,9944.1
BAW628  ,252.33,11887.2,12306.3
AUA9L   ,252.29,9707.88,10126.98
FDX65   ,252.28,10980.42,11635.74
QTR56N  ,252.26,12192.0,12588.24
ETD11B  ,252.26,10972.8,11308.08
ATN3595 ,252.25,10370.82,10294.62
AOJ74J  ,252.21,13106.4,13540.74
RPA5700 ,252.18,10058.4,10660.38
ASA367  ,252.15,10668.0,11323.32
KAL517  ,252.14,10972.8,11315.7
DAH2054 ,252.06,10972.8,11506.2
BLX158  ,252.05,11582.4,12100.56
N330KC  ,252.04,13708.38,14142.72
WMT3JL  ,252.02,9814.56,10401.3
RYR29VV ,251.98,11582.4,11986.26
CAL062  ,251.96,8648.7,9044.94
EJU83TN ,251.96,7376.16,7795.26
KAL031  ,251.93,11269.98,11742.42
QTR1Q   ,251.93,10972.8,11414.76
JIA5600 ,251.9,9144.0,9761.22
DAL49   ,251.89,10972.8,11346.18
UAL181  ,251.89,10965.18,11391.9
DAL175  ,251.88,10363.2,10782.3
SIA335  ,251.88,10058.4,10462.26
RYR646  ,251.86,10972.8,11323.32
CKS986  ,251.85,12192.0,12230.1
EDW329Z ,251.85,11277.6,11742.42
UAE921  ,251.83,12192.0,13075.92
AZU2998 ,251.8,11879.58,12542.52
TVS2866 ,251.79,10668.0,11170.92
DAL263  ,251.78,10226.04,10584.18
MAS21   ,251.78,11277.6,11727.18
EWG3KB  ,251.74,10972.8,11361.42
ANA222  ,251.73,10668.0,11010.9
AFR97AA ,251.73,8534.4,8907.78
UAE33T  ,251.73,12192.0,12626.34
UAL844  ,251.72,12184.38,12908.28
Unknown,251.7,10980.42,11704.32
ITY602  ,251.69,11582.4,11971.02
OMS315  ,251.64,10363.2,11155.68
KLM539  ,251.63,10668.0,11125.2
RYR2XG  ,251.63,11887.2,12329.16
AUA65   ,251.63,10363.2,10774.68
IGO253C ,251.62,10988.04,11750.04
DAL2    ,251.6,9685.02,10050.78
AFR651  ,251.59,10972.8,11269.98
AEE3BR  ,251.56,10668.0,11148.06
UAL952  ,251.55,11574.78,12031.98
HGB321  ,251.51,11582.4,12321.54
JAL42   ,251.51,10668.0,11117.58
QTR2A   ,251.51,12192.0,12573.0
TAM4628 ,251.49,10660.38,11254.74
FDX6092 ,251.49,10363.2,10911.84
QFA041  ,251.48,11582.4,12352.02
RYR4ZF  ,251.46,11887.2,12451.08
ITY061  ,251.45,11582.4,12131.04
KAL627  ,251.44,10972.8,11750.04
THA677  ,251.42,11582.4,12390.12
UAL169  ,251.38,10363.2,10728.96
CNLMH   ,251.37,10965.18,11536.68
ABX552  ,251.34,11285.22,11910.06
MARDI   ,251.34,12504.42,12938.76
ELY386  ,251.3,10668.0,11308.08
URO681  ,251.3,11582.4,11993.88
GLO1205 ,251.3,11277.6,11750.04
THY3FM  ,251.27,11887.2,12336.78
JAL22   ,251.27,11879.58,12679.68
AWQ256  ,251.24,9745.98,10393.68
EZY83QE ,251.22,11231.88,12001.5
N25NM   ,251.21,14325.6,15026.64
VLG68BH ,251.21,10668.0,11148.06
SEU7348 ,251.2,10370.82,10911.84
UAL21   ,251.15,9761.22,10111.74
DAL2876 ,251.15,10972.8,11620.5
SWA302  ,251.14,10668.0,11239.5
CKS614  ,251.1,12192.0,12954.0
OMA683  ,251.1,10111.74,10797.54
OKAOA   ,251.09,12496.8,13136.88
ITY403  ,251.09,10675.62,11140.44
DLH52N  ,251.07,9281.16,9715.5
ANA269  ,251.07,11574.78,12359.64
GTI8157 ,251.04,10363.2,10668.0
JAT1381 ,251.02,10050.78,10492.74
TRA9034 ,251.02,10363.2,10706.1
AAL2773 ,251.0,10668.0,11384.28
DLH6UW  ,250.97,10058.4,10500.36
AIQ231  ,250.93,9364.98,9753.6
ETD6PXD ,250.93,11887.2,12283.44
