icao24,callsign,velocity,baro_altitude,geo_altitude,vertical_rate
769102,SIA7429 ,253.6,10363.2,11003.28,0.33
76cdb3,SIA338  ,264.92,10972.8,11643.36,0.33
342397,VLG3QU  ,246.2,10965.18,11300.46,0.33
a0191e,AAL1815 ,248.22,8602.98,9113.52,0.33
484bd1,KLM37M  ,231.71,11277.6,11757.66,0.33
78921d,HKE744  ,253.24,10386.06,11079.48,0.33
510043,BRU939  ,216.13,9753.6,9601.2,0.33
4bce04,SXS5J   ,235.18,9753.6,10203.18,0.33
3c6551,LHX57C  ,231.07,10972.8,11430.0,0.33
40825c,DAH2054 ,252.06,10972.8,11506.2,0.33
ad444d,JBU2137 ,252.54,10370.82,10988.04,0.33
80177c,AXB1956 ,244.65,10965.18,11719.56,0.33
4402ac,EJU34BW ,248.73,11277.6,11803.38,0.33
780b7f,CES5013 ,236.08,10972.8,11033.76,0.33
46b8b3,AEE5ZH  ,247.79,11894.82,12367.26,0.33
4bb067,THY2FK  ,221.92,9753.6,10104.12,0.33
a3b529,AAL1196 ,245.71,10363.2,11003.28,0.33
a866c7,RPA3559 ,261.06,10058.4,10675.62,0.33
8940a4,GFA028  ,254.17,10668.0,11056.62,0.33
8014ad,IGO55YA ,104.74,2438.4,2400.3,0.33
345314,VLG3TC  ,247.8,10363.2,10812.78,0.33
a22752,NIT238  ,58.76,716.28,739.14,0.33
e48fb6,GLO1432 ,230.66,11582.4,12199.62,0.33
896c17,FR146   ,142.89,2278.38,2308.86,0.33
4080e4,BAW989  ,221.58,11582.4,12039.6,0.33
4bcdf2,SXS9CP  ,236.13,11582.4,12123.42,0.33
4b111d,HBGMN   ,86.72,419.1,480.06,0.33
3ce8e8,IFA2281 ,234.45,12192.0,12603.48,0.33
4080ad,EZY32HG ,248.95,11582.4,12001.5,0.33
4ca762,RYR706G ,220.88,10668.0,11170.92,0.33
ace974,AVA154  ,212.27,10378.44,10690.86,0.33
70203e,BBC349  ,263.49,10363.2,11026.14,0.33
ad4395,DAL3140 ,226.84,10363.2,10995.66,0.33
86cf4d,SNJ19   ,228.19,12192.0,12992.1,0.33
a1235b,UAL500  ,238.95,10972.8,11628.12,0.33
8014f3,AIC2454 ,229.96,11269.98,12024.36,0.33
4400f3,EJU463D ,214.0,8839.2,9311.64,0.33
8014f0,VTSRJ   ,239.53,13098.78,13601.7,0.33
a030a8,RPA4578 ,233.83,10668.0,11330.94,0.33
4cad6d,EAI39V  ,144.28,4869.18,5113.02,0.33
503d79,AHY072  ,234.0,11277.6,11711.94,0.33
8681be,SKY116  ,222.31,8839.2,9418.32,0.33
e49b2e,PRWSG   ,75.65,1127.76,1257.3,0.33
ac578c,SWA3390 ,184.19,3893.82,4091.94,0.33
7c8066,QFA34   ,257.37,10050.78,10378.44,0.33
39cf0e,AFR828  ,269.45,11887.2,12405.36,0.33
3c49cb,EWG4GM  ,232.92,10972.8,11430.0,0.33
a77acf,WCP635  ,66.88,1066.8,1104.9,0.33
e49aa8,TAM3007 ,128.2,1600.2,1706.88,0.33
800bd4,AIC2304 ,218.09,10668.0,11384.28,0.33
8015ed,IGO7505 ,131.4,4876.8,5074.92,0.33
a6bda8,VJA533  ,245.43,13106.4,13731.24,0.33
47c98d,NBT40S  ,260.4,12489.18,12870.18,0.33
407e63,EZY59QV ,236.7,11277.6,11727.18,0.33
ab839d,AAL128  ,260.46,10058.4,10767.06,0.33
780f09,DKH1574 ,237.6,10355.58,11087.1,0.33
440609,AUA442C ,256.79,10972.8,11490.96,0.33
4b8415,ORMAN71 ,42.1,5486.4,5783.58,0.33
4b0e29,HBFJL   ,137.12,7924.8,8351.52,0.33
44061d,EJU86QA ,211.15,11887.2,12298.68,0.33
75043a,MXD324  ,216.0,7315.2,7749.54,0.33
3ff944,DMDYM   ,43.3,1676.4,1775.46,0.33
a6981a,DAL1942 ,234.53,9745.98,10347.96,0.33
4bc888,PGT37SD ,220.06,10355.58,10805.16,0.33
70400c,MMA802  ,240.22,11628.12,12405.36,0.33
71c345,KAL031  ,251.93,11269.98,11742.42,0.33
39ceb5,TVF87LL ,207.06,11582.4,12070.08,0.33
3d76b1,DFREV   ,133.25,8229.6,8572.5,0.33
406091,BAW701V ,223.83,10972.8,11414.76,0.33
0a0025,DAH2024 ,261.76,10058.4,10645.14,0.33
c82396,AWK75   ,199.07,9753.6,9555.48,0.33
39831d,FJLQX   ,76.62,1363.98,1432.56,0.33
a88247,N6475D  ,41.18,838.2,899.16,0.33
408184,EZY82EY ,229.15,11590.02,12108.18,0.33
4bb0e9,THY4YT  ,269.08,12496.8,12870.18,0.33
7c6d75,JST973  ,236.6,10675.62,10690.86,0.33
c004f3,Unknown,262.42,11277.6,11841.48,0.33
4ab5a4,SEMMD   ,50.63,320.04,335.28,0.33
780ad2,CCA837  ,237.85,10972.8,11018.52,0.33
a2565d,N25NM   ,251.21,14325.6,15026.64,0.33
48c230,RYR6ZU  ,236.54,11582.4,12085.32,0.33
406a95,EZY91DE ,245.64,11590.02,11925.3,0.33
406a93,EZY178V ,210.03,7917.18,8290.56,0.33
34824e,FBY89B  ,52.23,1188.72,1280.16,0.33
a22d7b,UAL26   ,145.78,1805.94,1920.24,0.33
a09d22,FDX1414 ,246.23,10980.42,11658.6,0.33
506caf,FIX003  ,209.28,10363.2,10835.64,0.33
4bb1c3,THY1918 ,237.69,8839.2,9227.82,0.33
8478ab,NCA143  ,243.37,10972.8,11567.16,0.33
a3d4c6,DAL2550 ,235.0,10965.18,11635.74,0.33
49d08a,OKLHI   ,58.47,701.04,777.24,0.33
485f83,KLM132  ,266.2,10668.0,11064.24,0.33
a77b76,AAL2776 ,264.13,10050.78,10683.24,0.33
a952b9,N70FG   ,57.09,1783.08,1813.56,0.33
aa92c2,RPA3684 ,227.92,10668.0,11308.08,0.33
010245,MSR757  ,221.89,10363.2,10736.58,0.33
440250,OEALK   ,54.18,1348.74,1440.18,0.33
505dbe,OMMAR   ,44.8,1630.68,1722.12,0.33
3991e6,AFR73RU ,222.65,11879.58,12260.58,0.33
3991e0,AFR91MM ,212.03,11277.6,11696.7,0.33
a0429a,N116BD  ,81.36,1074.42,1097.28,0.33
404e24,GEVTO   ,57.45,594.36,655.32,0.33
4868a6,KLM90B  ,236.94,10363.2,10660.38,0.33
781030,CSN8207 ,236.7,9486.9,10134.6,0.33
a95d32,NKS2536 ,246.86,10668.0,11353.8,0.33
3e0687,DHTRB   ,39.53,358.14,411.48,0.33
4d227a,RYR13FG ,218.78,11277.6,11597.64,0.33
44cdcf,BEL4WU  ,237.31,11277.6,11803.38,0.33
4baac6,THY4AS  ,235.5,11277.6,11711.94,0.33
4baa63,THY6CL  ,234.08,10675.62,11064.24,0.33
7586fa,R204    ,126.61,3375.66,3596.64,0.33
020183,AOM773M ,218.37,12496.8,12984.48,0.33
7c4a43,JST446  ,238.67,11277.6,11376.66,0.33
a01097,RPA4626 ,242.96,9448.8,10035.54,0.33
a11a81,SKW4028 ,221.56,8534.4,9006.84,0.33
484c1b,KLM65A  ,225.61,10668.0,11102.34,0.33
34644d,IBS16VV ,223.72,10668.0,11277.6,0.33
a35443,SJJ313  ,188.07,5097.78,5349.24,0.33
aed3f6,SALTY16 ,53.71,762.0,861.06,0.33
406b83,EFW8633 ,231.57,10980.42,11452.86,0.33
71c371,AAR113  ,175.97,3992.88,4244.34,0.33
a0232a,RPA4383 ,192.93,3345.18,3505.2,0.33
4baa95,TKJ2JM  ,274.52,10668.0,11399.52,0.33
4867ec,TRA082  ,206.87,11567.16,12184.38,0.33
c06363,PTR2230 ,168.58,6705.6,6995.16,0.33
a511fd,TAI567  ,242.46,10972.8,11673.84,0.33
407e7d,EXS65UL ,244.65,11582.4,12054.84,0.33
5003df,SMB355  ,272.96,12504.42,13159.74,0.33
4ac9ee,SAS53T  ,208.03,11590.02,11841.48,0.33
781cb2,Unknown,251.7,10980.42,11704.32,0.33
a9d60b,N73289  ,38.65,480.06,556.26,0.33
45f45d,BB23    ,53.29,929.64,990.6,0.33
a96041,N703FS  ,210.75,12496.8,13060.68,0.33
484161,KLM1512 ,245.25,10972.8,11399.52,0.33
44eaae,AAB81R  ,234.36,11887.2,12298.68,0.33
3d29e0,DEOCM   ,42.64,800.1,845.82,0.33
0800de,Unknown,127.62,5486.4,5821.68,0.33
4057c3,GGOES   ,56.94,304.8,335.28,0.33
46b82d,AEE616  ,235.25,10980.42,11468.1,0.33
7821ee,CSS169  ,244.48,9761.22,10347.96,0.33
a34d98,JBU382  ,230.89,8229.6,8694.42,0.33
a1891d,N1986R  ,244.66,12496.8,12946.38,0.33
020132,CNLMH   ,251.37,10965.18,11536.68,0.33
780508,CSN5788 ,220.19,7498.08,7978.14,0.33
400db1,EZY24GK ,209.9,11910.06,12313.92,0.33
503cfa,SXS2TT  ,241.62,10668.0,11247.12,0.33
a7b832,JBU130  ,236.06,11285.22,11971.02,0.33
3d7d7d,DFTTT   ,113.69,3962.4,4152.9,0.33
c058d4,HYD144  ,154.67,6713.22,7002.78,0.33
a76f6d,UAL1870 ,239.82,10668.0,11300.46,0.33
a2bc5a,UAL1472 ,232.14,10363.2,10988.04,0.33
4408ff,BCS516  ,263.29,11887.2,12374.88,0.33
405b64,EZY51NU ,244.62,11590.02,11940.54,0.33
7817ae,CCA2693 ,237.6,10088.88,10774.68,0.33
3c09f2,LHX2T   ,203.87,9144.0,9540.24,0.33
ad7284,TAI581  ,240.3,10980.42,11650.98,0.33
01020b,MSR775  ,240.71,10972.8,11430.0,0.33
4ca243,RYR11ND ,221.39,9448.8,9890.76,0.33
4aa998,SEJLX   ,37.93,419.1,342.9,0.33
4d201e,WMT8BZ  ,241.07,10675.62,11163.3,0.33
348203,VLG6HR  ,218.05,10652.76,11033.76,0.33
4aca96,NSZ6FV  ,243.95,11582.4,11940.54,0.33
8014de,IGO214  ,248.32,10058.4,10751.82,0.33
4bb208,THY6DU  ,229.94,10370.82,10698.48,0.33
3d1baf,DEIST   ,62.78,624.84,670.56,0.33
4ca798,ITY426  ,230.2,10972.8,11430.0,0.33
ab5d52,DAL184  ,238.73,10058.4,10530.84,0.33
a0f4f6,DAL141  ,254.88,10363.2,10706.1,0.33
407b8e,BAW676  ,239.72,11277.6,11711.94,0.33
789270,HGB321  ,251.51,11582.4,12321.54,0.33
78085d,CBJ5725 ,234.94,9479.28,10119.36,0.33
a85c01,FFT4817 ,228.3,11582.4,12283.44,0.33
48c123,RYR62BU ,226.93,11582.4,12039.6,0.33
86ce81,SNJ64   ,225.61,11887.2,12679.68,0.33
780cd7,CES9606 ,224.3,7010.4,7421.88,0.33
e49270,GLO1205 ,251.3,11277.6,11750.04,0.33
7811a3,CCA174  ,239.29,10363.2,10439.4,0.33
a58c29,AAL3274 ,227.0,10668.0,11323.32,0.33
888167,HVN10   ,257.27,10668.0,11109.96,0.33
ade2b5,NKS1168 ,233.79,11582.4,12275.82,0.33
44009e,EJU37PE ,227.37,11590.02,12070.08,0.33
008dea,SFR325  ,134.31,3048.0,3261.36,0.33
780481,CSH9531 ,231.65,11003.28,11765.28,0.33
a4460d,UAL2658 ,219.81,6400.8,6766.56,0.33
ab15c2,DAL175  ,251.88,10363.2,10782.3,0.33
4d206d,HYP001  ,230.4,13106.4,13792.2,0.33
348396,ECOLO   ,59.91,891.54,960.12,0.33
3c56ed,EWG77W  ,226.36,11590.02,11993.88,0.33
aa7f05,UAL240  ,226.0,10363.2,10988.04,0.33
503e69,TRA9034 ,251.02,10363.2,10706.1,0.33
a396fd,DAL1136 ,245.02,10058.4,10668.0,0.33
0acac1,AVA065  ,238.82,11590.02,12291.06,0.33
345109,IBE0103 ,219.41,10972.8,11582.4,0.33
400ebb,UAM22   ,50.43,586.74,701.04,0.33
800b13,IGO6753 ,227.01,9151.62,9669.78,0.33
4075c1,UBT72C  ,266.19,10355.58,10690.86,0.33
8511ec,Unknown,244.67,9738.36,10386.06,0.33
a41b66,ABX901  ,248.9,10386.06,10957.56,0.33
8013e5,IGO6931 ,233.52,10668.0,11300.46,0.33
a732d9,JBU1240 ,237.3,10363.2,11018.52,0.33
40715f,0       ,44.25,381.0,495.3,0.33
7c6b31,JST780  ,231.0,10965.18,10980.42,0.33
7c6b2f,JST956  ,214.49,10370.82,10416.54,0.33
88044e,AIQ3441 ,230.44,9738.36,10416.54,0.33
151ebe,SBI5105 ,197.76,10363.2,10904.22,0.33
a30ffd,FDX1429 ,234.78,10370.82,11056.62,0.33
a19a48,RPA5754 ,249.17,9448.8,10012.68,0.33
a6b0d2,JIA5160 ,223.27,8534.4,9029.7,0.33
a24a0a,ASA394  ,231.23,10668.0,11308.08,0.33
7c68b1,QLK1990 ,213.48,10363.2,10477.5,0.33
a8cebc,FDX1495 ,226.25,10363.2,11041.38,0.33
75020c,MAS2635 ,244.43,10363.2,11079.48,0.33
89653d,ETD108  ,282.23,11277.6,11978.64,0.33
0d1030,AMX680  ,244.88,10660.38,11247.12,0.33
3e1214,CHX1    ,2.57,1836.42,1988.82,0.33
738050,ELY386  ,251.3,10668.0,11308.08,0.33
738052,ELY320  ,256.29,10058.4,10500.36,0.33
400f9a,BAW68H  ,229.85,11277.6,11734.8,0.33
89656d,ETD160  ,258.36,11269.98,11658.6,0.33
aa7f65,GLG7374 ,213.05,10972.8,11209.02,0.33
a40797,AAL429  ,185.7,5791.2,6126.48,0.33
0101b4,NIA8213 ,236.72,10660.38,11346.18,0.33
3461c3,ECNDT   ,58.44,685.8,815.34,0.33
a67805,DAL899  ,239.84,10675.62,11361.42,0.33
a89234,UAL947  ,250.73,9753.6,10096.5,0.33
a18b71,AAL2268 ,244.16,10965.18,11635.74,0.33
e4910c,AZU4664 ,183.67,8534.4,8968.74,0.33
8a040a,GIA147  ,218.3,10668.0,11346.18,0.33
440248,EJU54ER ,235.01,10355.58,11071.86,0.33
7c6d7e,JST724  ,234.27,10972.8,10957.56,0.33
88816d,HVN533  ,249.47,10393.68,11094.72,0.33
e80612,JAT1381 ,251.02,10050.78,10492.74,0.33
4863db,KLM95V  ,229.98,12496.8,12938.76,0.33
a32890,UPS207  ,253.14,10668.0,11292.84,0.33
3d10a8,DEEOE   ,84.66,2446.02,2575.56,0.33
4bb324,THY1390 ,244.03,10972.8,11414.76,0.33
682167,MML672  ,245.27,10363.2,11071.86,0.33
4854cd,TRA1Z   ,240.91,10972.8,11513.82,0.33
4601fa,FIN612  ,131.21,6705.6,6598.92,0.33
346187,GES441S ,183.84,5791.2,6126.48,0.33
5140d1,IGT1186 ,250.71,12496.8,12885.42,0.33
a2ebbd,ASA172  ,228.24,10668.0,11087.1,0.33
3444c9,VLG5SD  ,256.75,10965.18,11353.8,0.33
489788,LOT4PM  ,214.68,11277.6,11666.22,0.33
8a06f0,AWQ246  ,245.63,10363.2,11010.9,0.33
4070f4,VOR05   ,77.66,731.52,815.34,0.33
20109e,WAA994  ,106.58,3680.46,3931.92,0.33
48ad81,LOT3908 ,186.44,5791.2,6042.66,0.33
440484,EJU53HU ,211.03,11574.78,11978.64,0.33
3444cb,VLG3KG  ,247.98,11582.4,11932.92,0.33
3444ca,VLG54NG ,222.06,10980.42,11490.96,0.33
4aca13,NSZ3391 ,235.83,10972.8,11346.18,0.33
4aca0d,NSZ9BP  ,224.8,11277.6,11597.64,0.33
8a023e,GIA435  ,237.12,10972.8,11681.46,0.33
a0345f,RPA4805 ,223.21,10058.4,10683.24,0.33
49d407,AAN111  ,121.46,1539.24,1668.78,0.33
861bd2,JAL751  ,241.96,10972.8,11704.32,0.33
4cae5d,EIHLX   ,46.14,563.88,685.8,0.33
845daa,ANA699  ,232.37,10972.8,11727.18,0.33
899103,CAL5265 ,259.9,12192.0,12214.86,0.33
781663,CSN6916 ,219.16,9174.48,9745.98,0.33
899121,EVA697  ,240.27,12192.0,12512.04,0.33
485b45,KLM601  ,261.82,10965.18,11361.42,0.33
02a190,TAR473  ,238.1,10668.0,11163.3,0.33
478e27,WIF47H  ,223.25,11887.2,11856.72,0.33
7583a4,CEB114  ,235.59,10370.82,11132.82,0.33
a379cd,DAL695  ,236.94,10972.8,11650.98,0.33
846020,IBX18   ,249.65,10355.58,11064.24,0.33
a5dc31,GTI8332 ,162.69,2758.44,2956.56,0.33
3c6667,DLH1454 ,257.75,10675.62,11033.76,0.33
471f37,WZZ4491 ,234.49,10660.38,11300.46,0.33
71c001,KAL633  ,244.88,12192.0,13022.58,0.33
a25cdc,SKW3861 ,220.9,10668.0,11163.3,0.33
a3b124,EDV5366 ,246.19,7924.8,8427.72,0.33
30063b,AGUST52 ,27.35,381.0,449.58,0.33
4d23fa,RYR68DR ,216.12,9136.38,9555.48,0.33
a34984,N3102W  ,82.92,2705.1,2827.02,0.33
75027b,MAS2584 ,217.39,11277.6,11986.26,0.33
a9c617,N729MJ  ,155.99,7620.0,7962.9,0.33
717cbf,KNE308  ,246.32,10668.0,11163.3,0.33
4b8de5,CAI5DX  ,248.14,11887.2,12306.3,0.33
452153,DAH1124 ,250.54,10370.82,10888.98,0.33
3472c4,VLG4QA  ,223.8,10066.02,10637.52,0.33
478362,WIF569  ,163.82,7315.2,7406.64,0.33
06a2f8,QTR55U  ,257.76,11887.2,12390.12,0.33
a9a7c4,FDX1709 ,226.94,9745.98,10279.38,0.33
a17c12,EDV4986 ,233.29,10668.0,11308.08,0.33
478e51,SCQZ2V  ,57.53,1524.0,1577.34,0.33
c080a5,WJA2215 ,204.94,10972.8,11635.74,0.33
440c36,EJU31ZL ,215.72,11582.4,12070.08,0.33
4bb104,THY066  ,230.31,12496.8,13235.94,0.33
a7b07c,FDX1499 ,257.98,10988.04,11689.08,0.33
405ee0,BAW74E  ,211.92,11269.98,11696.7,0.33
4c01eb,ASL14G  ,220.1,10347.96,10774.68,0.33
846910,ANA629  ,246.53,9136.38,9814.56,0.33
4ac9f2,SAS50F  ,229.98,10972.8,10843.26,0.33
3c6662,DLH93A  ,207.78,10050.78,10447.02,0.33
501c39,MMO121P ,244.6,10363.2,10828.02,0.33
a4417d,DAL2662 ,212.63,7010.4,7399.02,0.33
781e14,CCA1263 ,197.85,7802.88,8229.6,0.33
75002a,AXM374  ,221.11,10043.16,10675.62,0.33
3c65d2,DLH1774 ,239.0,10066.02,10424.16,0.33
151f11,SBI2510 ,221.48,10972.8,11117.58,0.33
4b0dd0,HUE12P  ,125.43,7924.8,8328.66,0.33
a0ab63,N142P   ,93.71,3002.28,3147.06,0.33
a06dc9,AER41   ,125.92,6408.42,6515.1,0.33
8960f9,UAE74W  ,267.46,11277.6,11765.28,0.33
8960f0,UAE380  ,243.47,11277.6,12016.74,0.33
acf131,DAL2637 ,188.45,3916.68,4130.04,0.33
8a0a75,TNU699  ,238.22,10972.8,11643.36,0.33
4072c8,EZY56ZG ,249.62,11902.44,12451.08,0.33
7c42d1,NWK2906 ,246.44,10668.0,11003.28,0.33
a91b2b,TAI591  ,230.08,10972.8,11673.84,0.33
800c83,AXB1183 ,186.3,5181.6,5478.78,0.33
85d098,ANA1718 ,244.16,7924.8,8458.2,0.33
780a99,CRK691  ,250.88,10370.82,11033.76,0.33
4ca6c4,EIN543  ,237.92,10980.42,11430.0,0.33
3c5ee3,EWG6VP  ,230.22,11277.6,11742.42,0.33
e80242,LPE2468 ,240.54,11277.6,11963.4,0.33
a9f4c6,RPA3667 ,231.26,10668.0,11323.32,0.33
48435a,P4G7A   ,261.62,11887.2,12321.54,0.33
45d06e,VKG1129 ,228.09,10363.2,10713.72,0.33
a842e7,QXE2453 ,220.09,10668.0,10645.14,0.33
89618f,UAE8UW  ,262.9,11887.2,12344.4,0.33
a86a28,NKS285  ,231.95,10972.8,11650.98,0.33
a727e8,N560LD  ,201.35,9753.6,10287.0,0.33
780d0e,CSN3836 ,241.03,9776.46,10454.64,0.33
406f52,KNM08   ,77.78,708.66,830.58,0.33
a80cf8,FDX1438 ,242.64,10965.18,11696.7,0.33
3e0172,CHX38   ,65.82,586.74,662.94,0.33
394a0f,AFR651  ,251.59,10972.8,11269.98,0.33
a278ff,CXK1013 ,54.08,853.44,891.54,0.33
3cd3b7,ELG3D   ,223.95,13106.4,13586.46,0.33
8016bf,IGO1083 ,216.12,11887.2,12565.38,0.33
44d1ba,JAF8XL  ,219.71,11582.4,12009.12,0.33
4ca4f4,RYR11RH ,266.69,11277.6,11605.26,0.33
a8f5be,PDT5854 ,185.58,2971.8,3116.58,0.33
43ee32,2COOL   ,205.33,10668.0,11201.4,0.33
a2845b,SKW3931 ,244.65,10972.8,11643.36,0.33
4400dc,EJU39NE ,214.95,10668.0,11132.82,0.33
c082a4,CGXMH   ,39.18,1005.84,1036.32,0.33
aa67f1,N77NY   ,0.51,213.36,289.56,0.33
7c39f1,QLK34D  ,145.23,5486.4,5631.18,0.33
394f06,FGTYG   ,54.82,1524.0,1638.3,0.33
45b923,OYNIC   ,47.69,426.72,457.2,0.33
8016da,IGO859  ,229.32,11277.6,11955.78,0.33
505d78,ENT4856 ,236.39,10972.8,11437.62,0.33
8016c5,IGO1854 ,220.48,11285.22,11963.4,0.33
a7a60e,JIA5445 ,246.63,8839.2,9380.22,0.33
06a1d3,QQE990  ,267.36,13106.4,14043.66,0.33
0d0da4,VOI1703 ,239.97,10972.8,11590.02,0.33
4080a2,VIR302  ,249.44,11887.2,12329.16,0.33
4ca761,RYR838N ,217.22,10675.62,10965.18,0.33
a75659,FDX1885 ,265.37,11574.78,11986.26,0.33
4b027e,EZS64NL ,243.5,10972.8,11590.02,0.33
ac8985,DAL2791 ,220.43,10972.8,11620.5,0.33
407a06,EZY26RD ,222.67,10980.42,11475.72,0.33
8832b0,TLM221  ,222.83,10058.4,10744.2,0.33
15201f,AFL1505 ,228.96,10980.42,10988.04,0.33
a37a3f,JBU2255 ,234.4,9144.0,9646.92,0.33
8a093a,BTK6367 ,239.99,9128.76,9745.98,0.33
800d01,IGO424  ,232.59,10652.76,11399.52,0.33
aab9a3,N790SP  ,47.18,838.2,891.54,0.33
a4ab11,N40JA   ,50.39,243.84,274.32,0.33
45e5d3,BIO11   ,63.16,1965.96,2110.74,0.33
a29748,SWA2445 ,230.42,12192.0,12870.18,0.33
498489,CEF6024 ,124.9,5486.4,5654.04,0.33
47bfb3,NSZ3LE  ,228.6,11277.6,11719.56,0.0
39de46,TVF72FR ,207.11,11567.16,12062.46,0.0
484966,KLM1754 ,225.21,7924.8,8282.94,0.0
a99291,PSASO   ,116.13,8526.78,9014.46,0.0
4cabec,EIN105  ,255.75,10058.4,10431.78,0.0
3c55c5,EWG14H  ,235.25,11590.02,12100.56,0.0
34840a,AEA92BH ,228.26,11277.6,11666.22,0.0
ad4afb,ASA536  ,266.08,10675.62,11254.74,0.0
710064,SVA121  ,248.69,10972.8,11323.32,0.0
493295,NJE369A ,118.94,1501.14,1592.58,0.0
493296,NJE098B ,218.48,12496.8,12961.62,0.0
a777b8,UPS197  ,265.21,11887.2,12359.64,0.0
493298,NJE036C ,209.36,10363.2,10850.88,0.0
861b47,ANA8512 ,249.4,10668.0,11384.28,0.0
8a02d6,GIA419  ,240.33,11582.4,12329.16,0.0
80166c,AIC2017 ,270.64,10965.18,11765.28,0.0
486802,KLM78B  ,226.71,11582.4,12024.36,0.0
486804,KLM52X  ,219.23,11582.4,11993.88,0.0
a87223,UAL243  ,247.3,10972.8,11353.8,0.0
a2ae6c,FDX1857 ,266.82,10980.42,11430.0,0.0
896191,UAE25K  ,269.38,11277.6,11742.42,0.0
896190,UAE3MX  ,240.06,11582.4,11917.68,0.0
738101,ELY327  ,244.32,12192.0,12885.42,0.0
738102,ELY007  ,254.35,11582.4,12031.98,0.0
8003f2,AXB550  ,229.94,10668.0,11277.6,0.0
abbe23,FDX1413 ,248.84,10363.2,11033.76,0.0
407031,EXS8VB  ,225.01,11582.4,12031.98,0.0
ace13e,SKW5025 ,203.88,4518.66,4770.12,0.0
a11f59,UAL2308 ,265.85,11277.6,11841.48,0.0
4d20c9,VJT582  ,230.9,10972.8,11361.42,0.0
76cd44,SIA309  ,245.85,11277.6,11696.7,0.0
aaf900,N806JS  ,212.03,13716.0,14394.18,0.0
abd3cf,DAL87   ,257.24,10668.0,11064.24,0.0
80160b,IGO2575 ,238.01,10972.8,11727.18,0.0
a3b88e,AAL2729 ,233.8,10972.8,11628.12,0.0
748020,MEA248  ,235.04,10058.4,10462.26,0.0
840e10,JAL2088 ,250.89,11887.2,12664.44,0.0
406660,TOM1213 ,253.99,10972.8,11315.7,0.0
4d00ee,LGL5TP  ,221.63,11582.4,12016.74,0.0
4064fd,GCGWE   ,46.97,342.9,449.58,0.0
407959,EZY45HF ,233.88,11582.4,12047.22,0.0
780cb6,CCA817  ,262.78,9448.8,10119.36,0.0
896677,ETD238  ,223.43,8839.2,9441.18,0.0
345249,VLG9UZ  ,233.88,10370.82,11026.14,0.0
a50e93,DAL80   ,232.12,11887.2,12268.2,0.0
4cae49,RYR7489 ,242.66,11277.6,11643.36,0.0
a0d706,N153TJ  ,196.03,12496.8,13197.84,0.0
4cae12,ITY121  ,229.44,11277.6,11742.42,0.0
4cae19,ITY107  ,229.71,11269.98,11742.42,0.0
a86e6c,UAL749  ,209.74,10363.2,10820.4,0.0
4cae17,ITY319  ,232.14,10668.0,11148.06,0.0
a9da54,N734EJ  ,68.64,1927.86,1996.44,0.0
780d6a,CSZ9368 ,229.72,9784.08,10454.64,0.0
4b984f,FHY8014 ,228.33,10972.8,11460.48,0.0
3c49b6,TUI65H  ,239.58,10668.0,11109.96,0.0
3c49b1,TUI72L  ,238.25,10972.8,11353.8,0.0
8965ba,DUB10   ,252.61,11582.4,12428.22,0.0
8965c0,FDB4MA  ,222.64,10363.2,10713.72,0.0
40622b,EZY91KZ ,191.51,10066.02,10477.5,0.0
407574,EZY24RV ,207.85,10972.8,11414.76,0.0
407573,EZY41UD ,247.69,11590.02,12009.12,0.0
407575,EZY25XM ,203.43,11887.2,12306.3,0.0
347349,AEA83DV ,239.01,12489.18,12870.18,0.0
40756e,EZY21GE ,218.13,11582.4,12153.9,0.0
40756d,EZY64AT ,220.18,10972.8,11414.76,0.0
40756f,EZY32XR ,214.02,10972.8,11422.38,0.0
748021,MEA427  ,255.11,11582.4,12504.42,0.0
8832d2,TLM715  ,237.19,11582.4,12336.78,0.0
40757f,EZY26XM ,229.25,11567.16,11894.82,0.0
40624f,BAW557H ,226.48,11590.02,12108.18,0.0
40624e,BAW4RE  ,245.7,10668.0,11049.0,0.0
ab8112,AAL2540 ,253.33,11582.4,12283.44,0.0
4cadf6,RYR25ZJ ,240.73,10972.8,11269.98,0.0
4cadf4,RYR8LE  ,223.61,10972.8,11414.76,0.0
4cadef,RYR28QA ,214.75,11277.6,11628.12,0.0
346047,VLG8522 ,245.18,10668.0,11155.68,0.0
346045,IBE0107 ,230.62,10058.4,10683.24,0.0
152037,AFL426  ,231.48,11277.6,12100.56,0.0
a1afde,FDY227  ,77.11,2392.68,2499.36,0.0
a0d344,SKW5595 ,233.75,10668.0,11323.32,0.0
4d00ed,LGL836  ,239.11,10363.2,10690.86,0.0
7c77f9,QFA652  ,254.25,11887.2,11978.64,0.0
8832b1,TLM718  ,238.72,11277.6,12009.12,0.0
a5d57d,UPS9811 ,256.22,9151.62,9730.74,0.0
3dee44,DHKME   ,26.96,160.02,236.22,0.0
4cadda,SAS1804 ,209.07,10972.8,11460.48,0.0
4cadde,ITY1784 ,221.76,9761.22,10264.14,0.0
407536,BAW3HK  ,227.56,10957.56,11414.76,0.0
a967eb,JBU2    ,246.03,10363.2,11003.28,0.0
7c77fc,QFA650  ,245.28,10660.38,10660.38,0.0
15202c,AFL1017 ,255.88,10675.62,10812.78,0.0
780d8f,CAO3125 ,259.07,9448.8,10111.74,0.0
c023e4,CJT573  ,211.44,10995.66,11407.14,0.0
