icao24,callsign,velocity,baro_altitude,geo_altitude,vertical_rate
440cff,EJU96WZ ,212.88,11887.2,12313.92,-0.33
7c6a8d,VOZ1405 ,256.98,12489.18,12633.96,-0.33
a65488,N507GA  ,64.39,2179.32,2301.24,-0.33
a7610e,CXK1137 ,72.32,1341.12,1394.46,-0.33
440cbf,EJU71GP ,214.9,11285.22,11750.04,-0.33
50815f,UKN1144 ,226.52,10668.0,11056.62,-0.33
406d7b,BAW16   ,255.74,12192.0,12984.48,-0.33
0101b7,MSR797  ,233.9,10972.8,11658.6,-0.33
a396b3,N330KC  ,252.04,13708.38,14142.72,-0.33
8990f5,MDA1277 ,133.81,5486.4,5821.68,-0.33
44083f,EJU56NR ,221.09,11582.4,12016.74,-0.33
a8c40f,LTA664  ,61.74,533.4,541.02,-0.33
8967d2,DU141   ,77.08,525.78,617.22,-0.33
a3f401,DAL1231 ,218.16,9753.6,10317.48,-0.33
341682,IBS1916 ,217.73,11277.6,11658.6,-0.33
3e6ec2,DKHDI   ,29.48,1295.4,1394.46,-0.33
408087,LOG18FR ,137.8,5181.6,5440.68,-0.33
4bc852,PGT436  ,237.79,10058.4,10447.02,-0.33
38aadb,XENON01 ,136.39,7924.8,8260.08,-0.33
3d0d8f,DEDJR   ,35.73,137.16,198.12,-0.33
49d357,PGT87NJ ,226.73,10652.76,11209.02,-0.33
a526ed,ATN3309 ,240.64,10668.0,11285.22,-0.33
0101ee,LMU6321 ,203.2,10050.78,10751.82,-0.33
750579,MAS122  ,261.31,11582.4,12306.3,-0.33
347601,VLG66XQ ,214.19,11277.6,11887.2,-0.33
402563,GWAVE   ,46.99,662.94,716.28,-0.33
4ca36c,EIGWY   ,56.65,243.84,327.66,-0.33
ac4d36,ERU892  ,53.47,624.84,632.46,-0.33
a82952,FDX6005 ,224.4,10988.04,11407.14,-0.33
0101bc,MSR787  ,238.39,10972.8,11544.3,-0.33
503e61,CAI56UA ,248.96,10683.24,11140.44,-0.33
a8d6de,NKS2095 ,241.1,10980.42,11643.36,-0.33
a5ce0f,UPS970  ,214.11,12192.0,12733.02,-0.33
3ffbff,DMJGO   ,47.7,426.72,495.3,-0.33
392083,FGIED   ,36.83,121.92,175.26,-0.33
469c25,SXGAE   ,28.85,762.0,815.34,-0.33
471f72,WMT2SM  ,238.43,10355.58,10698.48,-0.33
3ff15c,DMNTF   ,50.54,571.5,601.98,-0.33
e4998a,PSRDR   ,238.12,11582.4,12268.2,-0.33
3ff6f4,DMXPD   ,22.62,99.06,182.88,-0.33
aca29a,JBU454  ,235.79,10668.0,11308.08,-0.33
744828,RJA113  ,221.48,10980.42,11399.52,-0.33
a06bcc,UPS712  ,241.85,6697.98,7109.46,-0.33
743596,NASHMI1 ,84.44,1569.72,1630.68,-0.33
7804bf,CCA764  ,217.22,7505.7,8001.0,-0.33
485e2d,KLM879  ,256.69,11277.6,11696.7,-0.33
4b1a02,SAZ71   ,247.34,10668.0,11056.62,-0.33
a06310,FDX57   ,259.03,10675.62,11338.56,-0.33
485e30,KLM147  ,265.35,10965.18,11376.66,-0.33
4b1a34,EZS37HW ,222.73,10972.8,11597.64,-0.33
86da40,JAL42   ,251.51,10668.0,11117.58,-0.33
86da38,ANA218  ,244.51,10668.0,11041.38,-0.33
ae0136,DUKE28  ,144.32,2743.2,2895.6,-0.33
0d0af1,VIV808  ,233.87,11285.22,11978.64,-0.33
3423c4,IBE05EW ,243.45,10965.18,11300.46,-0.33
aa2b21,RPA3547 ,126.28,1440.18,1524.0,-0.33
44034b,EJU62TY ,214.21,11277.6,11681.46,-0.33
3ffb31,DMQAY   ,29.72,411.48,472.44,-0.33
71bf71,AAR761  ,262.46,12192.0,12969.24,-0.33
505cd1,OMS370  ,56.67,297.18,365.76,-0.33
40396f,GOGAN   ,45.92,259.08,327.66,-0.33
010208,MSR784  ,244.8,11894.82,12321.54,-0.33
a697cf,JIA5169 ,229.69,9448.8,10066.02,-0.33
a05a03,UAL855  ,247.11,10363.2,10980.42,-0.33
a29a37,ENY4257 ,141.96,1501.14,1615.44,-0.33
a42a5c,DAL2303 ,207.96,10972.8,11582.4,-0.33
4ca295,EIN3EG  ,136.17,2438.4,2613.66,-0.33
8409f9,N       ,57.65,556.26,601.98,-0.33
4952c8,TAP1142 ,250.54,10972.8,11529.06,-0.33
0a00ac,7TVSM   ,56.16,1036.32,1143.0,-0.33
408168,GGJOA   ,45.86,1272.54,1348.74,-0.33
48fd8c,SPSSMM  ,43.1,579.12,647.7,-0.33
401855,GAXSW   ,34.71,960.12,1097.28,-0.33
503e99,ISR782  ,240.62,11277.6,11826.24,-0.33
010263,MSC2950 ,239.81,10972.8,11750.04,-0.33
a8028a,JIA5035 ,221.51,10363.2,10972.8,-0.33
01025c,MSC2819 ,222.83,11574.78,12283.44,-0.33
01025b,MSC3564 ,239.19,11277.6,11719.56,-0.33
01025d,MSR977  ,243.27,11879.58,12595.86,-0.33
780667,CSZ310  ,224.71,10698.48,11430.0,-0.33
4403de,OEKGE   ,94.86,4572.0,4785.36,-0.33
3d38a0,DETRS   ,49.22,640.08,701.04,-0.33
4acaa1,SAS4546 ,226.01,11285.22,11269.98,-0.33
3dcfff,PTO8825 ,78.94,1508.76,1607.82,-0.33
880459,AIQ4122 ,239.53,11574.78,12329.16,-0.33
aa127e,RPA3479 ,235.02,8534.4,9067.8,-0.33
781942,DKH1655 ,270.66,9174.48,9799.32,-0.33
39ceb9,TVF7297 ,233.56,10972.8,11506.2,-0.33
71c335,JJA137  ,220.49,6096.0,6515.1,-0.33
e49c05,TAM3433 ,241.26,9105.9,9601.2,-0.33
01023a,MSC2980 ,233.92,10980.42,11750.04,-0.33
01023f,RSX3115 ,236.15,10972.8,11285.22,-0.33
406b4a,VIR301  ,233.94,10972.8,11650.98,-0.33
407e01,GJINT   ,48.91,182.88,228.6,-0.33
3cd003,JEI121  ,234.79,11277.6,11696.7,-0.33
4bcdac,SXS2G   ,225.12,11887.2,12374.88,-0.33
4d2006,EWG1WK  ,229.23,11269.98,11750.04,-0.33
3c66e4,OCN1PJ  ,213.31,10660.38,11109.96,-0.33
a35c97,JBU322  ,232.25,10668.0,11308.08,-0.33
4403f0,EJU49QD ,243.47,11582.4,11940.54,-0.33
71c326,TWB306  ,233.82,10363.2,11087.1,-0.33
800e38,Unknown,148.72,9105.9,9601.2,-0.33
781918,Unknown,211.53,9784.08,9601.2,-0.33
3d1648,DEGRO   ,78.74,411.48,487.68,-0.33
a4c170,RPA4648 ,219.03,5486.4,5806.44,-0.33
440631,EJU82MY ,204.05,11582.4,11971.02,-0.33
503cc0,ELY5467 ,227.22,10972.8,11483.34,-0.33
47a1ef,NOZ321  ,246.13,11582.4,11521.44,-0.33
ab23b5,DAL690  ,250.18,10058.4,10683.24,-0.33
7805ed,CSN6477 ,100.63,1211.58,1264.92,-0.33
4074e4,BAW143  ,240.63,12496.8,12954.0,-0.33
a54cd9,RPA4683 ,198.21,6096.0,6423.66,-0.33
406a02,BAW773  ,222.04,10972.8,11384.28,-0.33
06a0b5,QTR17X  ,270.43,12489.18,13144.5,-0.33
06a0b1,QTR68Y  ,250.45,12192.0,12573.0,-0.33
06a0ad,QTR49F  ,243.24,12184.38,12588.24,-0.33
06a0aa,QTR8P   ,245.25,12184.38,12649.2,-0.33
a5e02d,EDV5091 ,241.84,10668.0,11323.32,-0.33
780962,GCR6530 ,175.59,3901.44,4145.28,-0.33
406b13,TOM5GT  ,239.82,10363.2,10782.3,-0.33
407e46,EXS86DU ,218.35,10972.8,11536.68,-0.33
49d13f,TVS9FL  ,237.39,10668.0,10980.42,-0.33
a05eb4,ABX3104 ,245.95,11590.02,12252.96,-0.33
49d116,SUA7G   ,204.81,13106.4,13594.08,-0.33
c055c1,JZA198  ,125.82,2392.68,2491.74,-0.33
aacad4,CKS218  ,260.32,9753.6,10332.72,-0.33
ac1df7,AAL126  ,273.78,12496.8,13083.54,-0.33
48c222,RYR596D ,201.99,8839.2,9304.02,-0.33
abfdd1,AAL71   ,262.61,10972.8,11391.9,-0.33
e4a33f,PSCRD   ,269.07,8229.6,8694.42,-0.33
4406be,OEAAE   ,57.89,1363.98,1447.8,-0.33
ac7a33,AAL1585 ,233.25,10363.2,10988.04,-0.33
76b449,SIA137  ,216.17,10668.0,11323.32,-0.33
3d13e9,DEFUF   ,42.58,723.9,746.76,-0.33
a4dbbf,N412BZ  ,66.81,1325.88,1394.46,-0.33
8940a0,GFA155  ,262.92,9105.9,9601.2,-0.33
a2f200,UAL909  ,249.02,11887.2,12260.58,-0.33
ac7a84,KAP508  ,85.66,243.84,281.94,-0.33
406c3b,VIR166G ,246.45,11887.2,12252.96,-0.33
0804b4,Unknown,93.85,1828.8,1920.24,-0.33
347501,IBS18FR ,223.62,10066.02,10507.98,-0.33
a4a879,N4FN    ,62.93,472.44,525.78,-0.33
8016a1,AKJ154V ,235.89,10980.42,11628.12,-0.33
80152d,IGO96M  ,225.52,11887.2,12641.58,-0.33
4404e3,OEAHM   ,47.1,1554.48,1737.36,-0.33
abbb77,RPA4797 ,242.13,9448.8,10043.16,-0.33
505cb8,TFL5231 ,241.83,11582.4,11902.44,-0.33
1427dd,TRH9111 ,28.08,2758.44,3611.88,-0.33
48c2ab,RYR63SB ,246.14,10972.8,11452.86,-0.33
a3b4e9,LBQ425  ,126.22,7315.2,7787.64,-0.33
aa059e,FDX1517 ,243.07,10355.58,10965.18,-0.33
ac8d58,ERU908  ,32.74,899.16,929.64,-0.33
a8bf6e,PDT6072 ,116.87,1165.86,1234.44,-0.33
a21833,RPA5760 ,226.48,10363.2,10965.18,-0.33
a2ca5f,UAL952  ,251.55,11574.78,12031.98,-0.33
40766d,EXS82HN ,112.68,2743.2,2933.7,-0.33
346147,IBE08KR ,248.03,11269.98,11841.48,-0.33
40767c,BCI553  ,132.51,5181.6,5425.44,-0.33
347454,IBE0823 ,240.14,11277.6,11711.94,-0.33
7c6780,UTY736  ,174.43,9745.98,9959.34,-0.33
45f42b,DAF3929 ,167.91,9144.0,9441.18,-0.33
49c33d,OKBAA61 ,52.27,982.98,975.36,-0.33
7813a5,CHH6363 ,248.29,8869.68,9410.7,-0.33
a9b27c,AVR4839 ,218.5,5364.48,5730.24,-0.33
a9d3af,NKS2815 ,231.02,11582.4,12291.06,-0.33
a996e1,DAL1255 ,237.43,10363.2,11033.76,-0.33
780893,CDG2295 ,225.14,6896.1,7353.3,-0.33
48c128,RYR5429 ,233.38,9105.9,9601.2,-0.33
4a34d8,MAI293  ,34.34,114.3,190.5,-0.33
3d12ff,DEFLF   ,50.37,1158.24,1181.1,-0.33
801414,IGO7517 ,133.42,4876.8,5059.68,-0.33
801750,SDG186  ,231.53,10668.0,11353.8,-0.33
801755,IGO7453 ,133.75,6103.62,6316.98,-0.33
3c4b2d,DLH456  ,260.61,9753.6,10172.7,-0.33
40717d,EXS16BJ ,199.85,4267.2,4549.14,-0.33
e49f12,PSBTL   ,69.35,518.16,647.7,-0.33
e07542,ARG1492 ,219.52,10972.8,11247.12,-0.33
3ffbc4,DMTLK   ,47.77,1889.76,2034.54,-0.33
5003f9,T7CMG   ,215.59,10668.0,11056.62,-0.33
885282,THA677  ,251.42,11582.4,12390.12,-0.33
76cce3,SIA24   ,255.91,11277.6,12009.12,-0.33
40631b,EZY21XC ,210.94,11582.4,12024.36,-0.33
78088e,CSN5885 ,231.89,10088.88,10767.06,-0.33
44045f,OE9508  ,29.62,579.12,670.56,-0.33
780e38,DKH1291 ,240.77,9182.1,9822.18,-0.33
4d0112,CLX5932 ,250.51,9456.42,10081.26,-0.33
3ff883,DMMRN   ,44.64,358.14,457.2,-0.33
aa1568,EJA749  ,243.01,13106.4,13784.58,-0.33
a254d8,UAL991  ,263.46,10965.18,11277.6,-0.33
3d2785,DENFH   ,45.44,365.76,434.34,-0.33
a2b7cd,UAL299  ,248.54,10668.0,11224.26,-0.33
a3b1a0,UPS798  ,256.18,10972.8,11635.74,-0.33
a21f57,FFT2791 ,244.28,10355.58,10980.42,-0.33
a28a2c,ASA138  ,252.59,9448.8,9966.96,-0.33
84655a,ANA684  ,237.78,9456.42,10126.98,-0.33
344695,VLG93LK ,226.64,8839.2,9319.26,-0.33
398560,AFR22FY ,211.18,10972.8,11460.48,-0.33
398564,AFR96HB ,203.2,10668.0,11071.86,-0.33
4caa58,RYR98DW ,238.12,10972.8,11643.36,-0.33
3ff0a7,DMTHB   ,24.85,525.78,563.88,-0.33
880848,AIQ3109 ,224.35,11582.4,12321.54,-0.33
c0616c,POE200  ,206.1,10972.8,11430.0,-0.33
ab034d,AAL203  ,265.37,11582.4,11986.26,-0.33
801622,IGO1497 ,241.24,10980.42,11635.74,-0.33
3d10d4,DEEPW   ,11.05,137.16,190.5,-0.33
511153,TVS3J2  ,230.08,10660.38,11148.06,-0.33
800cc0,AXB2614 ,248.13,10363.2,11087.1,-0.33
3dd6dd,DHBPT   ,67.5,1752.6,1836.42,-0.33
39de4a,TVF8393 ,230.22,10355.58,10820.4,-0.33
4caa41,EIN124  ,115.18,1165.86,1295.4,-0.33
44bdef,OOOOO   ,47.37,358.14,419.1,-0.65
adc532,AAL656  ,77.68,160.02,167.64,-0.65
3e17ff,DIAHB   ,72.62,1363.98,1455.42,-0.65
a735c9,SNC1470 ,104.8,2133.6,2179.32,-0.65
7cb058,QLK813D ,209.2,7612.38,7894.32,-0.65
4baa54,THY1GH  ,28.0,647.7,998.22,-0.65
45209c,MGH4033 ,226.21,10660.38,11254.74,-0.65
800790,IFC1005 ,250.54,11590.02,12024.36,-0.65
345616,RSC845  ,131.47,2735.58,2994.66,-0.65
345612,VOE2251 ,63.31,-15.24,60.96,-0.65
84c419,Unknown,18.73,129.54,160.02,-0.65
ab4df7,GCLGA   ,42.1,868.68,937.26,-0.65
a3689e,DAL2426 ,120.03,1127.76,1203.96,-0.65
44ce6f,BEL47P  ,244.96,9151.62,9593.58,-0.65
484e38,PHLMJ   ,35.67,624.84,701.04,-0.65
780a28,CPA2099 ,118.14,1447.8,1516.38,-0.65
a69418,JIA5229 ,236.66,7635.24,8077.2,-0.65
aaffaa,AAL1075 ,65.34,152.4,167.64,-0.65
7c7c31,YTF     ,62.33,1226.82,1348.74,-0.65
48cd80,SJI1    ,206.85,13106.4,13510.26,-0.65
398465,FHBDF   ,66.01,2103.12,2209.8,-0.65
a1ecfd,RPA5741 ,187.34,9144.0,9662.16,-0.65
3e060d,GNY4904 ,30.97,121.92,198.12,-0.65
3482da,QFY95K  ,45.54,929.64,998.22,-0.65
39e40c,FHZAM   ,49.26,670.56,762.0,-0.65
008696,KEM830  ,186.25,8542.02,8961.12,-0.65
489de6,SPHPG   ,48.89,586.74,647.7,-0.65
8681b6,SKY521  ,79.84,396.24,411.48,-0.65
800b82,SEJ914  ,220.55,9243.06,9860.28,-0.65
a5a834,N4638D  ,56.18,9105.9,9601.2,-0.65
347692,AEA056  ,278.34,11887.2,12519.66,-0.65
885972,TVJ2311 ,117.67,2301.24,2377.44,-0.65
4ab586,SEMLF   ,49.4,342.9,373.38,-0.65
8a090b,SJV735  ,238.79,10980.42,11704.32,-0.65
461fa3,FIN8KE  ,162.08,2400.3,2522.22,-0.65
78082e,CCA1357 ,95.25,944.88,982.98,-0.65
a66fdc,N51365  ,40.42,708.66,746.76,-0.65
4060df,UAI10   ,43.36,320.04,434.34,-0.65
4051b1,GSFLA   ,33.44,723.9,807.72,-0.65
780d84,CCA1917 ,240.62,11003.28,11704.32,-0.65
39c5b2,FHRNS   ,35.12,198.12,243.84,-0.65
498495,BASIC31 ,49.26,1158.24,1264.92,-0.65
add65b,KAP1237 ,77.58,220.98,274.32,-0.65
4cadaf,EIWST   ,71.0,563.88,678.18,-0.65
a742a4,PKW1032 ,117.66,6126.48,6355.08,-0.65
406fa1,GFLOE   ,47.24,396.24,487.68,-0.65
3dd576,PBB16   ,24.7,365.76,449.58,-0.65
02a1b1,LBT757  ,237.78,10675.62,11125.2,-0.65
ab20b6,N816LX  ,223.95,12192.0,12900.66,-0.65
34824f,DNC53LK ,56.83,1371.6,1485.9,-0.65
a95f5c,N7027U  ,25.09,243.84,320.04,-0.65
48b503,SPNID   ,45.89,640.08,1127.76,-0.65
aaaaae,ENY3734 ,199.02,6096.0,6408.42,-0.65
c078b2,TSC111  ,132.48,1219.2,1310.64,-0.65
3b75fb,MAF3229 ,70.98,441.96,518.16,-0.65
391446,RTO210  ,80.29,2270.76,2407.92,-0.65
4ba947,THY7LH  ,229.48,6096.0,6393.18,-0.65
abdd91,SWA3752 ,144.7,1851.66,1927.86,-0.65
a2c110,FXC44   ,72.13,975.36,1059.18,-0.65
3008a0,IEAAC   ,34.42,701.04,815.34,-0.65
347587,ECOCG   ,54.08,2743.2,2910.84,-0.65
a69e3a,N52522  ,52.08,1043.94,1066.8,-0.65
49d275,OKMNM   ,65.12,2438.4,2552.7,-0.65
1505f6,OAO688  ,140.81,2133.6,3093.72,-0.65
a3bd81,EDV5453 ,238.28,10363.2,10995.66,-0.65
3006a9,IHFRT   ,13.01,190.5,266.7,-0.65
a44aa2,FFT1448 ,56.59,251.46,281.94,-0.65
4405b6,EJU63EM ,97.78,1036.32,1143.0,-0.65
39ceaa,TVF68JV ,231.78,11582.4,12077.7,-0.65
0100f3,SME570  ,232.18,12192.0,12626.34,-0.65
4ab346,SCQ3K   ,53.19,312.42,335.28,-0.65
780f62,CCA1955 ,176.27,4518.66,4709.16,-0.65
45a9cb,OYJNK   ,48.44,327.66,365.76,-0.65
348243,FBY47B  ,45.72,1661.16,1783.08,-0.65
a67422,N515BG  ,14.29,-38.1,7.62,-0.65
4cafb5,RYR90LE ,218.88,11277.6,11650.98,-0.65
48e81f,JDI95D  ,226.0,12184.38,12618.72,-0.65
3d133b,DEFNN   ,78.4,800.1,876.3,-0.65
155bf6,IAE857  ,236.32,10980.42,11734.8,-0.65
4b840d,OR2021  ,69.27,647.7,632.46,-0.65
4b9e44,STW098  ,147.15,3733.8,3924.3,-0.65
407cb3,RUK755C ,218.66,10668.0,10988.04,-0.65
a48307,ABX803  ,238.02,10363.2,10965.18,-0.65
a25661,N25NR   ,58.08,381.0,396.24,-0.65
44075f,OEXPR   ,15.0,274.32,358.14,-0.65
40710f,GSAJM   ,71.94,1173.48,1280.16,-0.65
49d059,OKRAF   ,86.05,1028.7,1112.52,-0.65
3d41c3,DEXDR   ,62.38,777.24,853.44,-0.65
4bc8c7,PGT1ZF  ,72.97,15.24,60.96,-0.65
adeca5,AAL1853 ,238.46,10668.0,11285.22,-0.65
511188,MBU1LE  ,95.27,891.54,975.36,-0.65
45a1b6,NHD425  ,78.68,350.52,403.86,-0.98
3e1685,CHX3    ,8.76,60.96,121.92,-0.98
40815b,EZY35CL ,128.06,3459.48,3634.74,-0.98
ac7797,N902LC  ,52.97,624.84,640.08,-0.98
400978,CLB335  ,131.83,6614.16,6835.14,-0.98
a98c7a,PAC998R ,145.64,2628.9,2766.06,-0.98
ac5121,N893GT  ,66.97,556.26,533.4,-0.98
c0656f,WJA18   ,92.4,1066.8,1158.24,-0.98
3f48cd,GAFW07  ,65.33,975.36,1051.56,-0.98
31ff13,ASTORE  ,49.0,434.34,487.68,-0.98
758596,GAP2974 ,96.72,1600.2,1729.74,-0.98
4b2830,HBPFS   ,55.77,2987.04,3154.68,-0.98
3ddc4b,CHX83   ,58.47,335.28,403.86,-0.98
3df95a,DHORI   ,59.7,525.78,601.98,-0.98
4857b3,LIFELN2 ,9.49,0.0,68.58,-0.98
888098,HVN513  ,165.19,4290.06,4480.56,-0.98
3dd388,DHAIY   ,41.56,144.78,198.12,-0.98
a0696e,N12559  ,45.28,701.04,762.0,-0.98
3b752b,MSO46   ,82.42,914.4,1005.84,-0.98
a5d7b0,LFA457  ,56.39,609.6,617.22,-0.98
4b34ad,HBTYR   ,67.13,708.66,769.62,-0.98
a37eb3,CTL101  ,44.76,190.5,175.26,-0.98
4ca564,RYR86DW ,124.72,906.78,990.6,-0.98
3dd547,DHBAD   ,56.53,731.52,792.48,-0.98
400ebe,UAT865  ,42.51,236.22,320.04,-0.98
8963d9,UAE161  ,146.6,2438.4,2606.04,-0.98
3b75f4,MTG26   ,115.42,952.5,1043.94,-0.98
00a77f,ZUSTR   ,66.01,297.18,419.1,-0.98
506fa1,S5PGE   ,49.48,487.68,571.5,-0.98
c00930,PSC581  ,126.04,9105.9,9601.2,-0.98
3ff10d,DMZED   ,50.6,1021.08,1104.9,-0.98
49d5ce,OKASF   ,51.96,1371.6,1455.42,-0.98
40483d,GHDAE   ,54.94,624.84,701.04,-0.98
407ffe,GSRXX   ,74.99,586.74,662.94,-0.98
4b1bf6,HBKPI   ,45.54,1226.82,1325.88,-0.98
a88d3c,FDX1473 ,102.0,830.58,906.78,-0.98
80141d,AIC2492 ,63.3,982.98,868.68,-0.98
4b1c63,HBKTN   ,42.44,982.98,1066.8,-0.98
a00aab,N101ZA  ,80.98,617.22,701.04,-0.98
896c23,FR133   ,145.79,1950.72,1950.72,-0.98
4a34d9,MAI270  ,51.57,266.7,342.9,-0.98
800337,VUAIF   ,76.43,914.4,815.34,-0.98
4cc278,ICE8K   ,125.59,1219.2,1303.02,-0.98
3dd2ce,SPICY62 ,23.46,601.98,678.18,-0.98
402cb0,GBPEO   ,27.24,175.26,274.32,-0.98
404da2,GEINI   ,43.58,350.52,449.58,-0.98
4d2275,RYR49BW ,133.56,2324.1,2461.26,-0.98
3ff8f3,DMNVA   ,54.07,1005.84,1082.04,-0.98
4cae1a,ITY719  ,219.36,10370.82,10850.88,-0.98
39b325,FHMZF   ,48.87,304.8,365.76,-0.98
8a03e2,LNI372  ,88.89,792.48,830.58,-0.98
a1025a,UPS490  ,226.19,9753.6,10302.24,-0.98
49d4ab,OKLIO   ,44.66,403.86,472.44,-0.98
a12622,UPS872  ,244.67,10370.82,11003.28,-0.98
a34c1d,N311SE  ,66.9,762.0,830.58,-0.98
39b121,RTO088  ,68.77,358.14,411.48,-1.3
addd34,N99253  ,34.08,822.96,899.16,-1.3
402723,GBMTJ   ,24.89,68.58,160.02,-1.3
4b1c7b,HBKUL   ,83.97,1211.58,1310.64,-1.3
3ea541,LIFTER1 ,134.2,236.22,304.8,-1.3
a471ec,DAL953  ,121.0,1181.1,1242.06,-1.3
80159c,AIC2662 ,77.17,1348.74,1242.06,-1.3
a40d6c,HAF405  ,71.49,281.94,320.04,-1.3
c05efa,JZA252  ,121.12,1181.1,1226.82,-1.3
3e9daf,GAF195  ,227.55,9441.18,9860.28,-1.3
a23565,TRF50   ,64.9,1661.16,1752.6,-1.3
47807e,NOR930  ,64.08,342.9,449.58,-1.3
43c8c0,GUNDG01 ,41.99,30.48,129.54,-1.3
44cd64,OOSKD   ,61.71,365.76,426.72,-1.3
348352,ECOMY   ,37.07,883.92,952.5,-1.3
4cad87,SAS540  ,92.89,960.12,1005.84,-1.3
a0d062,GTI8610 ,134.26,2148.84,2263.14,-1.3
885312,THA322  ,131.39,2491.74,2613.66,-1.3
3e0fe9,CHX47   ,2.3,76.2,129.54,-1.3
c0337d,MAL8088 ,121.89,4838.7,5029.2,-1.3
ab7fe6,AAL963  ,93.17,1478.28,1584.96,-1.3
4598c7,OYFFG   ,43.6,419.1,449.58,-1.3
a4b294,RPA4639 ,238.87,8503.92,9044.94,-1.3
401cc0,GBEZV   ,31.02,137.16,281.94,-1.3
44ce61,BEL8GQ  ,149.82,2750.82,2895.6,-1.3
3ff6b2,DMKCB   ,54.03,960.12,998.22,-1.3
3c6445,DLH1CN  ,109.71,1242.06,1348.74,-1.3
400a7d,BAW41R  ,120.66,1417.32,1524.0,-1.3
aac337,AAL954  ,66.44,-99.06,-22.86,-1.3
a72bee,N561PH  ,30.82,175.26,213.36,-1.3
750229,FFM2574 ,213.76,11269.98,11993.88,-1.3
a06a4e,N126DG  ,57.03,335.28,403.86,-1.3
899058,TTW662  ,114.15,883.92,937.26,-1.3
e485c5,PROMB   ,16.76,800.1,883.92,-1.3
460651,Unknown,39.88,754.38,678.18,-1.3
ad0af8,N94BR   ,53.86,617.22,640.08,-1.3
40762d,GTSBY   ,16.47,30.48,114.3,-1.3
4d22b9,RYR216V ,101.12,1181.1,1287.78,-1.3
46a098,SXHDX   ,63.36,464.82,495.3,-1.3
452162,SEU6248 ,227.43,6713.22,6949.44,-1.3
4071d0,HKS36D  ,69.09,830.58,944.88,-1.3
a74d57,KAP808  ,54.74,0.0,76.2,-1.3
440179,EJU92KE ,179.8,5486.4,5775.96,-1.3
401a12,GBANA   ,40.85,251.46,342.9,-1.3
401b71,ABLE03  ,55.48,457.2,533.4,-1.3
400ebd,UAT891  ,54.94,662.94,754.38,-1.3
484f76,HNL17A  ,75.19,320.04,403.86,-1.63
896c14,FR141   ,119.57,1973.58,1988.82,-1.63
7c6b3c,JST248  ,245.47,8831.58,8595.36,-1.63
861f5e,ANA308  ,177.14,3337.56,3543.3,-1.63
a94450,N6967C  ,38.73,807.72,845.82,-1.63
a3be7c,DAL2937 ,203.37,3627.12,3810.0,-1.63
486397,PHAAI   ,34.96,678.18,754.38,-1.63
aa1c48,FDY243  ,81.49,1188.72,1264.92,-1.63
3d100a,DEEIC   ,91.57,2240.28,2377.44,-1.63
3df80c,CHX19   ,34.82,121.92,182.88,-1.63
8515c4,JAL3116 ,115.61,1242.06,1363.98,-1.63
ab4994,N8260Y  ,48.49,792.48,830.58,-1.63
4bb843,PGT1952 ,91.94,838.2,853.44,-1.63
320036,Unknown,41.87,220.98,289.56,-1.63
8013d6,AIC2115 ,187.71,6408.42,6781.8,-1.63
a1c0a0,N21171  ,63.83,358.14,373.38,-1.63
3e0229,PIK92   ,25.54,182.88,266.7,-1.63
505c04,OMBYD   ,15.85,129.54,198.12,-1.63
a741be,N567JL  ,102.22,2514.6,2621.28,-1.63
710149,KNE205  ,222.45,7612.38,8100.06,-1.63
702c25,HERC1021,87.21,350.52,251.46,-1.63
4cc57f,TFHAH   ,2.91,381.0,586.74,-1.63
4010fc,GZEZE   ,29.95,160.02,236.22,-1.63
407c2d,LDG16   ,85.73,739.14,845.82,-1.63
aa74ad,FDX1156 ,245.98,10050.78,10599.42,-1.63
3e7841,DKKSV   ,32.49,2948.94,3154.68,-1.63
402ee9,GBRDM   ,56.59,243.84,335.28,-1.63
347641,VOE2045 ,220.92,9151.62,9563.1,-1.63
e49945,CO39    ,94.47,1889.76,2034.54,-1.63
020057,RAM932L ,120.35,1638.3,1767.84,-1.63
ab0e2b,N811ME  ,45.51,213.36,259.08,-1.63
7501e6,AXM5195 ,253.56,11582.4,12321.54,-1.63
407f12,GCMNG   ,24.09,76.2,175.26,-1.63
348314,DNC1YR  ,33.85,487.68,548.64,-1.63
ad7471,SWA479  ,113.01,1463.04,1546.86,-1.63
403dbf,GBWXA   ,75.0,952.5,1036.32,-1.63
4d23b8,EWG2682 ,124.95,1539.24,1653.54,-1.63
39048c,RTO073  ,61.22,579.12,693.42,-1.63
3dd2cb,GAM620A ,15.13,83.82,167.64,-1.63
842388,JAL916  ,161.88,4846.32,5181.6,-1.95
4b0e43,HBFKL   ,66.65,1470.66,1584.96,-1.95
3009a0,IPVGC   ,45.32,579.12,670.56,-1.95
4864ec,KLM30V  ,163.5,6477.0,6766.56,-1.95
401e36,GBHFI   ,52.08,403.86,502.92,-1.95
3c6dd4,EWG49K  ,65.03,373.38,457.2,-1.95
a8c802,NKS1142 ,127.08,1287.78,1356.36,-1.95
484aa1,TRA5098 ,178.92,6652.26,6957.06,-1.95
89659a,A6AWV   ,72.58,411.48,289.56,-1.95
84b83e,ANA740  ,135.33,3268.98,3512.82,-1.95
400ea1,UAT72   ,34.16,114.3,243.84,-1.95
3dd2cf,GAM332A ,17.25,91.44,160.02,-1.95
